Time (msec),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Opening Angle (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%),Manifold Absolute Pressure (2-byte)** (bar absolute),Manifold Absolute Pressure (4-byte)* (psi absolute),Manifold Relative Pressure (4-byte)* (psi relative),Manifold Relative Sea Level Pressure (2-byte)** (bar relative sea level),Map Ratio (Primary)* (multiplier)
119730,13.90,9.80,-0.03,8,0.36,2537,0.00,0.00,0.8200,2.56,1.0000,38.18,38.00,17,14,0,2,2,4,0.00,14.65,-7.11,15.91,1.78,59.22,42.75,58.896,49.13,-0.86,12.16,12,0.000,1.009,14.64,-0.83,-0.004,0.952
119909,14.01,10.59,0.10,8,0.38,2549,0.00,0.00,0.8130,2.56,1.0000,39.81,39.00,16,14,0,2,2,4,0.00,14.65,-7.11,15.48,1.86,59.22,42.35,58.649,57.83,-0.73,12.55,12,0.244,1.009,14.64,-0.83,-0.004,0.776
120088,14.36,11.76,0.48,8,0.42,2524,0.00,0.00,0.8060,2.56,1.0000,40.06,40.50,14,14,0,2,2,4,0.00,14.65,-7.11,22.98,2.00,58.82,41.96,58.436,84.58,-0.35,13.73,12,0.122,1.009,14.64,-0.83,-0.004,0.600
120268,14.93,12.55,0.42,8,0.50,2520,0.00,0.00,0.8490,3.07,1.0000,39.11,39.00,10,13,0,2,2,4,0.00,14.65,-7.11,23.44,2.02,58.43,42.35,58.770,84.76,-0.30,15.69,12,0.122,1.009,14.64,-0.83,-0.004,0.416
120447,15.04,12.55,0.48,8,0.54,2494,0.00,0.00,0.8090,3.33,1.0000,38.88,39.00,7,13,0,2,2,4,0.50,14.65,-7.11,22.42,2.00,58.04,41.96,58.491,84.80,-0.35,15.69,12,0.000,1.009,14.64,-0.83,-0.004,0.240
120626,14.01,12.55,0.44,8,0.54,2514,0.00,0.00,0.8040,3.33,1.0000,39.04,39.00,3,11,0,2,2,4,0.00,14.65,-7.11,22.52,1.98,58.43,41.96,58.447,93.46,-0.39,15.29,12,0.000,1.009,14.64,-0.83,-0.004,0.056
120805,13.78,13.73,0.84,8,0.55,2490,0.00,0.00,0.8105,3.33,1.0000,38.74,39.50,2,1,0,2,2,4,1.50,14.65,-7.11,29.33,2.14,58.43,41.57,58.300,128.80,0.00,16.86,12,-0.122,1.009,14.63,-0.84,-0.004,0.000
120984,14.59,15.69,1.20,8,0.66,2501,0.00,0.00,0.8080,3.84,1.0000,38.52,40.50,2,1,0,2,2,4,2.00,14.65,-7.11,33.93,2.24,58.43,43.92,58.173,164.25,0.37,18.82,12,0.122,1.009,14.63,-0.83,-0.004,0.064
121162,15.04,17.65,1.24,8,0.77,2477,0.00,0.00,0.8225,4.35,1.0000,35.25,38.00,2,1,0,2,2,4,2.50,14.65,-7.11,34.57,2.26,58.04,47.45,58.064,161.18,0.47,21.18,12,0.000,1.009,14.63,-0.84,-0.004,0.248
121341,14.70,16.47,1.01,8,0.81,2476,0.00,0.00,0.8315,4.86,1.0000,35.14,37.00,2,3,0,2,2,4,2.00,14.65,-7.11,31.95,2.22,58.04,44.31,57.533,146.37,0.17,20.78,12,-0.122,1.009,14.62,-0.83,-0.004,0.424
121520,13.67,16.08,0.92,8,0.78,2490,0.00,0.00,0.8540,4.61,1.0000,36.02,37.50,5,7,0,2,2,4,1.50,14.65,-7.11,31.83,2.20,58.04,43.53,57.568,141.98,0.08,19.61,12,0.000,1.009,14.63,-0.83,-0.004,0.608
121699,14.13,14.51,0.57,8,0.77,2462,0.00,0.00,0.8530,4.35,1.0000,37.00,37.50,6,11,0,2,2,4,0.50,14.65,-7.11,26.93,2.10,58.04,40.78,57.484,102.56,-0.26,18.82,12,-0.366,1.009,14.64,-0.83,-0.004,0.784
121878,14.36,12.55,0.28,8,0.68,2482,0.00,0.00,0.8255,3.84,1.0000,38.97,38.50,9,15,0,2,2,4,0.00,14.65,-7.11,22.06,1.98,57.65,41.18,57.823,89.26,-0.55,16.08,12,-0.244,1.009,14.64,-0.83,-0.004,0.960
122057,13.90,14.12,0.64,8,0.59,2473,0.00,0.00,0.8105,3.33,1.0000,38.84,39.00,12,18,0,2,2,4,0.00,14.65,-7.11,28.56,2.18,57.65,41.18,57.738,128.87,-0.22,16.47,12,0.244,1.009,14.64,-0.84,-0.004,1.000
122236,15.04,16.08,0.98,8,0.71,2464,0.00,0.00,0.8120,3.84,1.0000,37.17,38.00,14,19,0,2,2,4,0.50,14.65,-7.11,35.97,2.28,57.65,44.71,57.282,161.17,0.15,19.22,12,0.244,1.009,14.64,-0.83,-0.004,1.000
122415,15.85,17.25,0.91,8,0.82,2477,0.00,0.00,0.8280,4.61,1.0000,33.58,35.00,17,18,0,2,2,4,1.50,14.65,-7.11,33.41,2.28,57.65,45.10,57.228,173.28,0.06,21.18,12,0.122,1.009,14.63,-0.83,-0.004,1.000
122594,14.36,18.43,1.61,8,0.86,2469,0.00,0.00,0.8305,4.86,1.0000,32.18,34.00,21,20,0,2,2,4,1.50,14.65,-7.11,37.25,2.32,57.65,47.45,57.567,182.34,0.76,21.96,12,0.000,1.009,14.63,-0.85,-0.004,1.000
122772,14.01,18.43,1.23,8,0.89,2457,0.00,0.00,0.8100,4.86,1.0000,31.21,33.00,22,22,0,2,2,4,1.50,14.65,-7.11,36.23,2.30,58.04,47.45,57.570,176.30,0.39,22.35,12,-0.122,1.009,14.63,-0.83,-0.004,1.000
122952,14.24,18.43,1.23,8,0.88,2486,0.00,0.00,0.8330,4.86,1.0000,31.45,33.00,22,23,0,2,2,4,1.50,14.65,-7.11,37.25,2.30,57.65,47.84,57.769,182.40,0.59,21.96,12,0.000,1.009,14.62,-0.84,-0.004,1.000
123131,14.59,20.00,1.88,8,0.90,2474,0.00,0.00,0.8155,4.86,1.0000,29.93,32.00,22,25,0,2,2,4,2.00,14.65,-7.11,38.92,2.34,57.25,49.41,57.448,197.50,1.06,23.14,12,0.122,1.009,14.64,-0.84,-0.004,1.000
123310,14.81,20.39,2.44,8,0.93,2500,0.00,0.00,0.8205,5.12,1.0000,28.38,31.00,22,25,0,2,2,4,2.50,14.65,-7.11,40.19,2.36,57.65,49.41,57.503,212.86,1.60,23.92,12,0.000,1.009,14.63,-0.84,-0.004,1.000
123489,14.36,21.57,2.65,8,0.96,2486,0.00,0.00,0.8205,5.38,1.0000,26.81,29.50,22,24,0,2,2,4,2.50,14.65,-7.11,39.91,2.36,58.04,50.59,57.742,209.70,1.82,24.71,12,0.000,1.009,14.63,-0.84,-0.004,1.000
123668,14.13,21.18,2.82,8,0.96,2524,0.00,0.00,0.8180,5.38,1.0000,27.16,29.50,22,23,0,2,2,4,2.50,14.65,-7.11,40.90,2.38,58.04,50.59,57.803,222.22,1.99,23.92,12,0.000,1.009,14.63,-0.85,-0.004,1.000
123847,14.47,23.14,3.73,8,0.98,2514,0.00,0.00,0.8080,5.12,1.0000,25.16,28.00,23,22,0,2,2,4,3.00,14.65,-7.11,41.35,2.42,58.04,50.59,57.882,249.53,2.25,25.88,12,0.000,1.009,14.63,-0.85,-0.004,1.000
124026,14.81,24.31,3.44,8,1.02,2544,0.00,0.00,0.8050,5.38,1.0000,22.98,26.50,23,21,0,2,2,4,3.00,14.65,-7.11,43.01,2.42,58.43,50.98,58.234,249.70,2.60,27.84,12,-0.122,1.009,14.64,-0.85,-0.004,1.000
124205,14.36,24.31,3.70,8,1.03,2535,0.00,0.00,0.8395,5.63,1.0000,22.87,26.00,22,20,0,2,2,4,3.50,14.65,-7.11,45.71,2.42,58.04,51.76,58.711,249.84,2.87,27.45,12,0.000,1.008,14.63,-0.84,-0.005,1.000
124384,14.13,24.31,3.91,8,1.03,2570,0.00,0.00,0.8225,5.63,1.0000,22.87,26.00,23,20,0,2,2,4,3.50,14.65,-7.11,44.22,2.44,58.43,51.76,58.912,246.93,3.07,27.45,12,0.122,1.009,14.63,-0.84,-0.004,1.000
124563,14.59,24.31,4.34,8,1.03,2566,0.00,0.00,0.8220,5.38,1.0000,22.96,26.50,23,20,0,2,2,4,3.50,14.65,-7.11,44.07,2.44,58.82,52.16,59.227,247.10,3.52,27.06,12,0.000,1.009,14.62,-0.85,-0.004,1.000
124743,14.59,24.31,4.59,8,1.03,2570,0.00,0.00,0.8080,5.38,1.0000,22.66,26.00,23,21,0,2,2,4,3.50,14.65,-7.11,44.38,2.44,59.22,51.76,58.934,247.23,3.30,27.45,12,0.000,1.008,14.63,-0.84,-0.005,1.000
124920,14.47,24.31,4.33,8,1.03,2600,0.00,0.00,0.8180,5.63,1.0000,22.60,26.50,24,22,0,2,2,4,3.50,14.65,-7.11,44.22,2.44,58.82,52.16,59.577,250.47,3.48,27.06,12,-0.122,1.009,14.64,-0.85,-0.004,1.000
125099,14.47,24.31,4.90,8,1.04,2603,0.00,0.00,0.8225,5.63,1.0000,22.36,26.00,24,23,0,2,2,4,3.50,14.65,-7.11,44.84,2.44,59.22,52.55,59.693,250.63,4.07,27.45,12,0.000,1.008,14.63,-0.84,-0.005,1.000
125279,14.47,24.31,5.13,8,1.05,2594,0.00,0.00,0.8305,5.63,1.0000,22.08,25.50,23,24,0,2,2,4,3.50,14.65,-7.11,45.46,2.46,59.61,52.55,59.550,250.79,4.28,27.45,12,0.000,1.009,14.62,-0.85,-0.004,1.000
125458,14.47,24.31,4.89,8,1.05,2606,0.00,0.00,0.8050,5.63,1.0000,21.82,25.50,24,25,0,2,2,4,3.50,14.65,-7.11,45.62,2.46,60.00,52.94,60.216,254.03,4.05,27.45,12,0.000,1.009,14.62,-0.84,-0.004,1.000
125637,14.47,24.71,5.32,8,1.05,2624,0.00,0.00,0.8185,5.63,1.0000,21.52,25.00,24,26,0,2,2,4,3.50,14.65,-7.11,46.08,2.48,59.61,52.94,60.209,254.21,4.49,27.45,12,0.122,1.009,14.62,-0.84,-0.004,1.000
125816,14.59,24.71,5.42,8,1.06,2650,0.00,0.00,0.8180,5.63,1.0000,21.42,25.00,24,27,0,2,2,4,3.50,14.65,-7.11,46.24,2.48,60.39,53.33,60.360,254.37,4.57,27.84,12,0.000,1.008,14.62,-0.85,-0.005,1.000
125995,14.47,24.71,5.89,8,1.06,2660,0.00,0.00,0.8260,5.63,1.0000,21.36,25.00,24,28,0,2,2,4,3.50,14.65,-7.11,46.55,2.48,60.39,53.33,60.611,251.39,5.04,27.45,12,0.000,1.009,14.62,-0.85,-0.004,1.000
126174,14.47,24.31,5.59,8,1.06,2675,0.00,0.00,0.8235,5.63,1.0000,21.54,25.00,24,27,0,2,2,4,3.50,14.65,-7.11,47.01,2.48,60.78,60.78,60.587,251.54,4.74,27.45,12,0.000,1.009,14.63,-0.84,-0.004,1.000
126352,14.47,24.31,6.19,8,1.05,2696,0.00,0.00,0.8225,5.63,1.0000,21.70,25.50,24,26,0,2,2,4,3.50,14.65,-7.11,46.86,2.48,60.39,60.78,60.686,251.69,5.35,27.45,12,0.000,1.009,14.63,-0.85,-0.004,1.000
126531,14.47,24.31,6.39,8,1.06,2704,0.00,0.00,0.8330,5.63,1.0000,21.56,25.00,24,25,0,2,2,4,3.50,14.65,-7.11,47.01,2.48,61.18,61.18,61.332,248.74,5.55,27.45,12,0.000,1.008,14.62,-0.85,-0.005,1.000
126711,14.47,23.53,6.17,8,1.05,2708,0.00,0.00,0.8220,5.63,1.0000,22.50,25.50,25,24,0,2,2,4,3.00,14.65,-7.11,45.46,2.46,61.18,60.78,60.944,223.85,5.32,26.67,12,-0.244,1.008,14.62,-0.83,-0.005,1.000
126889,14.36,20.78,5.60,8,1.01,2721,0.00,0.00,0.8220,5.63,1.0000,25.35,28.00,25,23,0,2,2,4,2.50,14.65,-7.11,42.31,2.40,61.18,61.57,61.722,189.43,4.77,24.71,12,-0.122,1.008,14.64,-0.85,-0.005,1.000
127068,14.13,18.43,3.35,8,0.95,2734,0.00,0.00,0.8235,5.12,1.0000,29.73,31.00,25,22,0,2,2,4,2.00,14.65,-7.11,36.23,2.32,61.57,52.94,61.851,119.01,2.51,22.75,12,-0.122,1.009,14.63,-0.84,-0.004,1.000
127247,14.13,11.76,-0.19,8,0.82,2704,0.00,0.00,0.8125,4.61,1.0000,35.97,36.00,25,22,0,2,2,4,0.00,14.65,-7.11,20.45,1.86,61.96,46.67,61.514,40.50,-1.02,16.86,12,-0.732,1.009,14.64,-0.85,-0.004,1.000
127426,12.86,5.10,-0.44,8,0.50,2708,0.00,0.00,0.8255,3.07,1.0000,39.87,39.50,24,21,0,2,2,4,0.00,14.65,-7.11,13.85,1.72,61.57,46.67,61.560,29.00,-1.27,12.16,12,0.000,1.009,14.63,-0.83,-0.004,1.000
127605,13.78,0.00,-0.85,8,0.35,2690,0.00,0.00,0.8080,2.30,1.0000,34.82,36.50,21,21,0,2,2,4,0.00,14.65,-7.11,11.00,1.60,61.57,47.06,61.974,18.00,-1.69,10.59,12,-0.244,1.009,14.62,-0.83,-0.004,1.000
127785,15.16,0.00,-1.10,8,0.27,2693,0.00,0.00,0.8037,2.05,1.0000,28.44,29.00,3,3,0,2,2,4,0.00,14.65,-7.11,9.12,1.52,61.96,0.00,61.222,7.00,-1.95,8.63,12,0.000,1.009,14.62,-0.84,-0.004,1.000
127962,15.96,0.00,-1.42,8,0.22,2696,0.00,0.00,0.8117,1.79,1.0000,25.21,25.50,2,1,0,2,2,4,0.00,14.65,-7.11,7.12,1.42,61.18,0.00,61.275,0.00,-2.25,7.06,12,-0.122,1.009,14.64,-0.84,-0.004,1.000
128141,16.65,0.00,-1.45,10,0.17,2686,0.00,0.00,0.8020,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.65,-7.11,7.12,1.40,61.18,0.00,61.651,0.00,-2.29,6.27,12,0.000,1.008,14.63,-0.83,-0.005,1.000
128321,19.87,0.00,-1.30,10,0.16,2697,0.00,0.00,0.8077,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.65,-7.11,7.51,1.44,61.57,0.00,60.994,0.00,-2.14,6.67,12,0.000,1.009,14.63,-0.84,-0.004,1.000
128500,20.33,0.00,-1.29,10,0.17,2684,0.00,0.00,0.8010,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.65,-7.11,7.51,1.44,61.18,0.00,60.856,0.00,-2.13,6.67,12,0.000,1.009,14.64,-0.83,-0.004,1.000
128679,20.33,0.00,-1.34,10,0.17,2652,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.65,-7.11,7.12,1.44,60.78,0.00,61.155,0.00,-2.17,6.67,12,0.000,1.009,14.64,-0.85,-0.004,1.000
128858,20.33,0.00,-1.14,10,0.17,2639,0.00,0.00,0.8010,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.65,-7.11,7.42,1.42,61.18,0.00,60.610,0.00,-1.98,6.67,12,0.000,1.009,14.64,-0.83,-0.004,1.000
129037,20.33,0.00,-1.20,10,0.17,2632,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.65,-7.11,7.08,1.42,60.39,0.00,60.817,0.00,-2.04,6.67,12,0.000,1.009,14.63,-0.85,-0.004,1.000
129215,20.33,0.00,-1.09,10,0.16,2620,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.65,-7.11,7.25,1.42,60.78,0.00,60.255,0.00,-1.91,6.67,12,0.000,1.009,14.63,-0.84,-0.004,1.000
129395,20.33,0.00,-1.11,10,0.17,2611,0.00,0.00,0.8235,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.65,-7.11,6.91,1.40,60.39,0.00,60.481,0.00,-1.94,6.67,12,0.000,1.008,14.63,-0.83,-0.005,0.848
129574,20.33,0.00,-1.04,10,0.16,2620,0.00,0.00,0.8380,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.65,-7.11,6.95,1.40,60.39,0.00,59.930,0.00,-1.88,6.67,12,0.000,1.009,14.63,-0.83,-0.004,0.664
129752,20.33,0.00,-0.90,10,0.16,2614,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.65,-7.11,7.34,1.44,60.00,0.00,60.125,0.00,-1.74,6.67,12,0.000,1.009,14.62,-0.84,-0.004,0.488
129931,20.33,0.39,3.46,10,0.17,2482,0.00,0.00,0.8265,0.00,1.0000,24.39,24.00,2,1,0,2,2,4,0.00,14.65,-7.11,60.11,2.70,59.61,52.55,59.685,317.76,3.43,6.67,195,2.075,1.009,14.63,-0.84,-0.004,0.312
130110,20.33,78.43,5.54,10,0.87,2974,0.00,0.00,0.8090,5.12,1.0000,26.80,19.00,2,2,0,2,2,4,2.50,14.65,-7.11,50.13,2.52,58.43,53.73,60.669,329.84,4.73,47.45,48,0.732,1.009,14.64,-0.83,-0.004,0.480
130289,20.33,61.57,13.85,10,0.95,3822,0.00,0.00,0.8355,6.40,1.0000,29.86,29.00,6,7,0,2,3,4,0.00,14.65,-7.11,20.78,1.92,60.78,62.75,63.336,0.00,13.00,47.45,48,-1.953,1.009,14.62,-0.83,-0.004,0.656
130468,20.33,0.00,7.57,10,0.41,3873,0.00,0.00,0.8050,3.58,1.0000,33.90,15.00,10,12,0,2,3,4,0.00,14.65,-7.11,6.87,1.40,61.57,0.00,59.532,0.00,6.73,7.84,48,-0.610,1.009,14.63,-0.84,-0.004,0.832
130647,17.57,0.00,7.57,10,0.14,3627,0.00,0.00,0.8100,0.00,1.0000,27.37,8.50,3,3,0,2,3,4,0.00,14.65,-7.11,7.47,1.44,59.61,0.00,60.438,0.00,6.73,5.49,48,0.122,1.008,14.63,-0.84,-0.005,1.000
130826,19.29,0.00,6.18,10,0.13,3418,0.00,0.00,0.8410,0.00,1.0000,23.95,4.00,2,3,0,2,3,4,0.00,14.65,-7.11,8.92,1.50,60.78,0.00,61.917,0.00,5.80,7.45,48,0.000,1.009,14.64,-0.83,-0.004,1.000
131005,20.33,0.00,4.55,10,0.15,3248,0.00,0.00,0.8125,0.00,1.0000,23.95,4.00,2,3,0,2,3,4,0.00,14.65,-7.11,8.43,1.48,62.35,0.00,62.656,0.00,3.71,7.45,48,0.000,1.008,14.64,-0.84,-0.005,1.000
131185,20.33,0.00,4.00,10,0.16,3201,0.00,0.00,0.8025,0.00,1.0000,23.95,4.00,1,3,0,2,3,4,0.00,14.65,-7.11,8.25,1.48,63.14,0.00,63.261,0.00,3.17,7.45,48,0.000,1.009,14.62,-0.83,-0.004,1.000
131362,20.33,0.00,4.97,10,0.15,3331,0.00,0.00,0.8117,0.00,1.0000,23.95,24.00,2,2,0,2,3,4,0.00,14.65,-7.11,8.07,1.46,63.53,0.00,63.273,0.00,4.13,7.45,48,0.000,1.009,14.63,-0.85,-0.004,1.000
131542,20.33,0.00,4.89,10,0.15,3310,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,1,2,0,2,3,4,0.00,14.65,-7.11,8.25,1.48,62.75,0.00,62.617,0.00,4.07,7.45,48,0.000,1.008,14.63,-0.85,-0.005,1.000
131721,20.33,0.00,4.70,10,0.15,3264,0.00,0.00,0.8075,0.00,1.0000,23.95,24.00,1,2,0,2,3,4,0.00,14.65,-7.11,8.03,1.46,63.14,0.00,63.097,0.00,3.85,7.45,48,0.000,1.009,14.63,-0.85,-0.004,1.000
131900,20.33,0.00,4.26,10,0.15,3178,0.00,0.00,0.8065,0.00,1.0000,23.95,24.00,1,2,0,2,3,4,0.00,14.65,-7.11,8.12,1.48,63.14,0.00,63.388,0.00,3.44,7.45,48,0.000,1.008,14.62,-0.83,-0.005,1.000
132078,20.33,0.00,3.43,10,0.15,3138,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,2,0,2,3,4,0.00,14.65,-7.11,8.38,1.48,63.53,0.00,63.481,0.00,2.58,7.45,48,0.000,1.009,14.62,-0.84,-0.004,1.000
132258,20.33,0.00,2.48,10,0.16,3084,0.00,0.00,0.8430,0.00,1.0000,23.95,24.00,2,2,0,2,3,4,0.00,14.65,-7.11,8.16,1.48,63.53,0.00,63.509,0.00,1.65,7.45,48,0.000,1.009,14.64,-0.85,-0.004,1.000
132436,20.33,0.00,1.57,10,0.16,3028,0.00,0.00,0.8090,0.00,1.0000,23.95,24.00,2,2,0,2,3,4,0.00,14.65,-7.11,7.94,1.46,63.53,0.00,63.517,0.00,0.73,7.06,48,0.000,1.009,14.64,-0.85,-0.004,1.000
132616,20.33,0.00,0.26,10,0.16,2969,0.00,0.00,0.8020,0.00,1.0000,23.95,24.00,2,2,0,2,3,4,0.00,14.65,-7.11,7.94,1.46,63.53,0.00,63.529,0.00,-0.28,7.06,48,0.000,1.009,14.63,-0.85,-0.004,1.000
132794,20.33,0.00,0.18,10,0.16,2924,0.00,0.00,0.8020,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,7.99,1.46,63.53,0.00,63.532,0.00,-0.66,7.06,48,0.000,1.009,14.64,-0.84,-0.004,1.000
132974,20.33,0.00,-0.53,10,0.16,2856,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,7.73,1.46,63.53,0.00,63.547,0.00,-1.37,7.06,48,0.000,1.009,14.63,-0.85,-0.004,1.000
133153,20.33,0.00,-1.31,10,0.17,2833,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,7.73,1.44,63.53,0.00,63.566,0.00,-2.17,7.06,48,0.000,1.009,14.62,-0.84,-0.004,1.000
133332,20.33,0.00,-1.89,10,0.17,2762,0.00,0.00,0.8315,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,7.55,1.44,63.53,0.00,63.572,0.00,-2.73,7.06,48,0.000,1.009,14.63,-0.83,-0.004,0.864
133510,20.33,0.00,-1.66,10,0.17,2722,0.00,0.00,0.8230,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,7.47,1.44,63.53,0.00,62.853,0.00,-2.56,6.67,48,0.000,1.009,14.63,-0.83,-0.004,0.680
133689,20.33,0.00,-1.38,10,0.16,2679,0.00,0.00,0.8000,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,7.25,1.42,62.75,0.00,62.366,0.00,-2.22,6.67,48,0.000,1.009,14.62,-0.84,-0.004,0.504
133868,20.33,0.00,-1.25,10,0.16,2638,0.00,0.00,0.8100,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,7.12,1.42,61.57,0.00,61.281,0.00,-2.08,6.67,48,0.000,1.009,14.64,-0.84,-0.004,0.320
134047,20.33,0.00,1.39,10,0.16,2465,0.00,0.00,0.8145,0.00,1.0000,23.99,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,28.19,2.10,61.18,0.00,59.566,300.16,0.56,6.67,48,0.000,1.009,14.64,-0.83,-0.004,0.144
134225,20.33,68.24,3.33,10,0.67,2622,0.00,0.00,0.8205,3.07,1.0000,27.20,29.50,2,1,0,2,3,4,3.00,14.65,-7.11,44.08,2.42,58.04,48.24,55.219,317.38,2.49,37.65,48,0.732,1.009,14.64,-0.85,-0.004,0.208
134404,20.33,67.84,12.02,10,0.93,3614,0.00,0.00,0.8340,6.40,1.0000,29.06,30.00,2,2,0,2,3,4,1.50,14.65,-7.11,41.11,2.42,58.43,63.53,63.617,7.63,12.73,42.35,48,-0.244,1.009,14.63,-0.83,-0.004,0.392
134584,20.33,0.00,7.56,10,0.52,3867,0.00,0.00,0.8140,4.61,1.0000,35.50,16.50,7,9,0,2,3,4,0.00,14.65,-7.11,3.88,1.20,61.96,0.00,60.397,0.00,6.73,7.06,48,-0.854,1.009,14.63,-0.83,-0.004,0.568
134763,19.18,0.00,7.57,10,0.12,3586,0.00,0.00,0.8117,0.00,1.0000,29.08,10.50,3,6,0,2,3,4,0.00,14.65,-7.11,4.00,1.20,60.00,0.00,60.799,0.00,6.73,2.35,48,0.000,1.009,14.64,-0.85,-0.004,0.744
134943,15.96,0.00,5.83,10,0.07,3357,0.00,0.00,0.8490,0.00,1.0000,23.95,4.00,2,2,0,2,3,4,0.00,14.65,-7.11,5.46,1.30,61.18,0.00,61.966,0.00,5.01,4.31,48,0.000,1.009,14.64,-0.83,-0.004,0.928
135122,20.33,0.00,4.17,10,0.10,3178,0.00,0.00,0.8080,0.00,1.0000,23.95,4.00,2,2,0,2,3,4,0.00,14.65,-7.11,7.25,1.42,62.35,0.00,63.359,0.00,3.35,5.88,48,0.122,1.009,14.64,-0.83,-0.004,1.000
135301,20.33,0.00,3.76,10,0.13,3208,0.00,0.00,0.8060,0.00,1.0000,23.95,4.00,1,2,0,2,3,4,0.00,14.65,-7.11,8.20,1.46,63.53,0.00,63.573,0.00,3.24,7.06,48,0.000,1.008,14.63,-0.84,-0.005,1.000
135480,20.33,0.00,4.41,10,0.15,3250,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,2,2,0,2,3,4,0.00,14.65,-7.11,8.07,1.46,63.53,0.00,63.485,0.00,3.58,7.45,48,0.000,1.009,14.64,-0.83,-0.004,1.000
135658,20.33,0.00,5.53,10,0.15,3371,0.00,0.00,0.8075,0.00,1.0000,23.95,24.00,1,2,0,2,3,4,0.00,14.65,-7.11,8.25,1.46,63.53,0.00,62.991,0.00,4.69,7.45,48,0.000,1.009,14.63,-0.83,-0.004,1.000
135837,20.33,0.00,6.31,10,0.14,3483,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,1,3,0,2,3,4,0.00,14.65,-7.11,8.38,1.48,62.75,0.00,62.322,0.00,5.46,7.45,48,0.000,1.009,14.62,-0.84,-0.004,1.000
136016,20.33,0.00,5.09,10,0.15,3328,0.00,0.00,0.8075,0.00,1.0000,23.95,24.00,2,3,0,2,3,4,0.00,14.65,-7.11,8.58,1.50,62.35,0.00,62.578,0.00,4.25,7.84,48,0.000,1.009,14.63,-0.84,-0.004,1.000
136195,20.33,0.00,4.70,10,0.15,3238,0.00,0.00,0.8480,0.00,1.0000,23.95,24.00,1,3,0,2,3,4,0.00,14.65,-7.11,8.48,1.48,63.14,0.00,63.244,0.00,3.87,7.45,48,0.000,1.009,14.64,-0.85,-0.004,1.000
136374,20.33,0.00,3.77,10,0.15,3163,0.00,0.00,0.8010,0.00,1.0000,23.95,24.00,2,3,0,2,3,4,0.00,14.65,-7.11,7.94,1.46,63.14,0.00,63.629,0.00,2.94,7.45,48,0.000,1.009,14.64,-0.84,-0.004,1.000
136553,20.33,0.00,2.78,10,0.15,3062,0.00,0.00,0.8115,0.00,1.0000,23.95,24.00,2,2,0,2,3,4,0.00,14.65,-7.11,8.07,1.46,63.53,0.00,63.631,0.00,1.95,7.06,48,0.000,1.009,14.64,-0.83,-0.004,1.000
