Time (msec),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Opening Angle (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%),Manifold Absolute Pressure (2-byte)** (bar absolute),Manifold Absolute Pressure (4-byte)* (psi absolute),Manifold Relative Pressure (4-byte)* (psi relative),Manifold Relative Sea Level Pressure (2-byte)** (bar relative sea level),Map Ratio (Primary)* (multiplier)
136732,20.33,0.00,1.70,10,0.15,3007,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,2,2,0,2,3,4,0.00,14.65,-7.11,7.99,1.46,63.53,0.00,63.645,0.00,0.87,7.06,48,0.000,1.009,14.64,-0.83,-0.004,1.000
136911,20.33,0.00,0.46,10,0.16,2956,0.00,0.00,0.8107,0.00,1.0000,23.95,24.00,2,2,0,2,3,4,0.00,14.65,-7.11,10.20,1.44,63.53,0.00,63.654,0.00,-0.37,7.06,48,0.000,1.008,14.64,-0.83,-0.005,1.000
137090,20.33,0.00,0.19,10,0.16,2941,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,7.90,1.46,63.53,0.00,63.666,0.00,-0.73,7.06,48,0.000,1.009,14.62,-0.84,-0.004,1.000
137268,20.33,0.00,-0.25,10,0.16,2898,0.00,0.00,0.8235,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,10.20,1.44,63.53,0.00,63.670,0.00,-1.08,7.06,48,0.000,1.008,14.64,-0.83,-0.005,0.904
137448,20.33,0.00,-1.00,10,0.16,2820,0.00,0.00,0.8405,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,5.17,1.44,63.53,0.00,63.673,0.00,-1.83,7.06,48,0.000,1.009,14.64,-0.83,-0.004,0.728
137626,20.33,0.00,-1.93,10,0.16,2786,0.00,0.00,0.8030,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,7.60,1.44,63.53,0.00,63.677,0.00,-2.76,6.67,48,-0.122,1.009,14.64,-0.83,-0.004,0.544
137806,20.33,0.00,-1.63,10,0.16,2730,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,7.34,1.42,63.53,0.00,62.875,0.00,-2.45,6.67,48,0.000,1.009,14.64,-0.83,-0.004,0.368
137985,20.33,0.00,-1.39,10,0.16,2671,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,7.12,1.42,62.75,0.00,61.768,0.00,-2.23,6.67,48,0.000,1.009,14.64,-0.84,-0.004,0.192
138163,20.33,0.00,-1.11,10,0.16,2610,0.00,0.00,0.8047,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,6.83,1.40,61.96,0.00,60.653,0.00,-1.94,6.67,48,0.000,1.009,14.64,-0.83,-0.004,0.008
138342,20.33,0.00,-0.65,10,0.16,2526,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,6.79,1.40,60.78,0.00,59.862,0.00,-1.49,6.27,48,0.000,1.009,14.63,-0.83,-0.004,0.000
138521,20.33,0.00,-0.33,10,0.16,2486,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,6.63,1.38,59.22,0.00,58.706,0.00,-1.17,6.27,48,0.000,1.009,14.64,-0.83,-0.004,0.000
138700,20.33,0.00,-0.01,10,0.16,2432,0.00,0.00,0.8400,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,6.56,1.38,58.04,0.00,57.458,0.00,-0.85,6.27,48,0.000,1.009,14.64,-0.83,-0.004,0.000
138879,20.33,0.00,-0.94,10,0.16,2343,0.00,0.00,0.8405,0.00,1.0000,23.95,24.00,2,1,0,2,3,4,0.00,14.65,-7.11,6.52,1.38,56.86,0.00,55.670,0.00,-1.78,5.88,48,-0.122,1.009,14.64,-0.84,-0.004,0.000
139058,20.33,0.00,-2.39,10,0.16,2298,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,1,1,0,2,3,4,0.00,14.65,-7.11,6.21,1.36,55.69,0.00,54.614,0.00,-3.21,5.88,48,0.000,1.009,14.64,-0.83,-0.004,0.000
139237,20.33,0.00,-5.20,10,0.16,2230,0.00,0.00,0.8090,0.00,1.0000,23.95,23.50,1,1,0,2,3,4,0.00,14.65,-7.11,6.03,1.34,54.51,0.00,53.126,0.00,-6.03,5.88,48,-0.122,1.009,14.64,-0.83,-0.004,0.000
139416,20.33,0.00,-7.35,10,0.16,2147,0.00,0.00,0.8010,0.00,1.0000,23.95,24.00,1,1,0,2,3,4,0.00,14.65,-7.11,5.88,1.34,52.16,0.00,51.292,0.00,-8.17,5.49,48,0.000,1.009,14.64,-0.83,-0.004,0.000
139596,20.33,0.00,-8.77,10,0.16,2097,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,1,1,0,2,3,4,0.00,14.65,-7.11,5.73,1.32,50.20,0.00,49.574,0.00,-9.59,5.49,48,-0.122,1.009,14.64,-0.83,-0.004,0.000
139774,20.33,0.00,-10.43,10,0.16,2034,0.00,0.00,0.8067,0.00,1.0000,23.95,24.00,1,1,0,2,3,4,0.00,14.65,-7.11,5.53,1.32,49.02,0.00,47.580,0.00,-11.26,5.10,48,0.000,1.009,14.64,-0.83,-0.004,0.000
139953,20.33,0.00,-11.81,10,0.16,1980,0.00,0.00,0.8117,0.00,1.0000,23.95,24.00,1,1,0,2,3,4,0.00,14.65,-7.11,5.32,1.30,47.45,0.00,46.757,0.00,-12.64,5.10,48,-0.122,1.009,14.64,-0.83,-0.004,0.000
140131,20.33,0.00,-11.96,10,0.16,1911,0.00,0.00,0.8530,0.00,1.0000,23.95,24.00,1,1,0,2,3,4,0.00,14.65,-7.11,5.29,1.30,46.27,0.00,41.139,0.00,-12.78,5.10,48,0.000,1.009,14.64,-0.83,-0.004,0.000
140311,20.33,0.00,-11.96,10,0.16,1842,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,1,1,0,2,3,4,0.00,14.65,-7.11,5.32,1.30,39.22,0.00,31.226,0.00,-12.78,5.10,48,0.000,1.009,14.64,-0.83,-0.004,0.000
140489,20.33,0.00,-11.96,10,0.17,1802,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,1,0,0,2,3,4,0.00,14.65,-7.11,5.19,1.28,29.02,0.00,26.130,0.00,-12.78,4.71,48,0.000,1.009,14.64,-0.83,-0.004,0.000
140668,20.33,0.00,-11.96,10,0.17,1788,0.00,0.00,0.8050,0.00,1.0000,23.90,24.00,1,1,0,2,3,4,0.00,14.65,-7.11,5.06,1.28,25.10,0.00,24.224,0.00,-12.78,4.71,48,0.000,1.009,14.64,-0.83,-0.004,0.000
140847,20.33,0.00,-11.96,10,0.17,1761,0.00,0.00,0.8080,0.00,1.0000,23.37,23.50,1,1,0,2,3,4,0.00,14.65,-7.11,5.16,1.28,24.31,0.00,21.370,0.00,-12.78,4.71,48,0.000,1.009,14.64,-0.83,-0.004,0.000
141026,20.33,0.00,-11.96,10,0.17,1749,0.00,0.00,0.8050,0.00,1.0000,22.94,23.00,1,0,0,2,3,4,0.00,14.65,-7.11,5.06,1.28,20.00,0.00,16.946,0.00,-12.78,4.71,48,0.000,1.009,14.64,-0.83,-0.004,0.000
141206,20.33,0.00,-11.96,10,0.17,1734,0.00,0.00,0.8100,0.00,1.0000,22.64,22.50,1,1,0,2,3,4,0.00,14.65,-7.11,5.19,1.28,17.25,0.00,16.657,0.00,-12.78,4.71,48,0.000,1.009,14.64,-0.83,-0.004,0.000
141384,20.33,0.39,-11.70,10,0.17,1706,0.00,0.00,0.8050,0.00,1.0000,19.12,19.00,1,1,0,2,3,4,0.00,14.65,-7.11,5.39,1.30,15.29,8.63,13.196,10.37,-12.52,4.71,48,0.000,1.009,14.64,-0.83,-0.004,0.000
141563,20.33,1.96,-11.66,10,0.18,1728,0.00,0.00,0.8060,1.79,1.0000,19.18,19.00,1,1,0,2,3,4,0.00,14.65,-7.11,6.25,1.36,10.98,8.63,12.668,18.52,-12.48,5.49,48,0.000,1.009,14.64,-0.83,-0.004,0.000
141742,20.33,4.71,-11.22,10,0.21,1690,0.00,0.00,0.8060,1.79,1.0000,19.01,19.00,1,1,0,2,3,4,0.00,14.65,-7.11,8.03,1.46,12.55,7.84,12.040,42.07,-12.05,7.06,48,0.000,1.009,14.64,-0.83,-0.004,0.000
141921,20.33,8.24,-10.80,10,0.25,1688,0.00,0.00,0.8060,2.05,1.0000,23.22,22.50,1,0,0,2,3,4,0.00,14.65,-7.11,9.41,1.54,10.59,6.27,9.126,53.12,-11.63,8.24,48,0.000,1.009,14.64,-0.83,-0.004,0.000
142100,20.33,11.37,-9.85,10,0.30,1694,0.00,0.00,0.8060,2.56,1.0000,28.05,26.50,1,1,0,2,3,4,0.00,14.65,-7.11,14.25,1.74,9.41,5.88,9.056,87.58,-10.67,9.41,11,0.244,1.009,14.64,-0.83,-0.004,0.000
142279,16.88,12.16,-9.90,8,0.42,1688,0.00,0.00,0.8027,3.07,1.0000,32.24,33.00,1,1,0,2,3,4,0.00,14.65,-7.11,15.77,1.78,9.41,5.88,9.088,91.63,-10.73,12.55,11,0.000,1.009,14.64,-0.83,-0.004,0.000
142458,14.24,12.55,-9.49,8,0.50,1684,0.00,0.00,0.8050,3.33,1.0000,30.27,30.50,1,1,0,2,3,4,0.00,14.65,-7.11,17.43,1.84,7.84,7.06,10.680,99.65,-10.32,12.55,11,0.000,1.009,14.64,-0.83,-0.004,0.000
142638,14.47,12.94,-9.17,8,0.56,1697,0.00,0.00,0.8037,3.84,1.0000,29.24,29.50,1,1,0,2,3,4,1.00,14.65,-7.11,20.37,1.92,10.59,7.84,11.715,135.64,-9.99,13.73,11,0.122,1.009,14.64,-0.83,-0.004,0.000
142816,14.47,15.69,-7.48,8,0.65,1734,0.00,0.00,0.8080,4.10,1.0000,28.35,31.00,0,1,0,2,3,4,2.50,14.65,-7.11,24.91,2.06,10.59,9.80,13.653,139.53,-8.31,18.04,11,0.000,1.009,14.64,-0.83,-0.004,0.000
142994,15.04,15.69,-7.19,8,0.77,1798,0.00,0.00,0.8060,4.86,1.0000,27.08,29.50,0,1,0,2,3,4,2.50,14.65,-7.11,23.63,2.02,18.04,14.90,20.782,135.35,-8.02,18.04,11,0.000,1.009,14.64,-0.83,-0.004,0.000
143173,14.93,14.90,-6.57,8,0.77,1861,0.00,0.00,0.8010,4.86,1.0000,28.74,30.50,0,1,0,2,3,4,2.50,14.65,-7.11,24.71,2.02,24.71,14.90,22.293,159.73,-8.48,17.25,11,0.000,1.009,14.64,-0.83,-0.004,0.000
143353,13.90,16.86,-6.26,8,0.77,1868,0.00,0.00,0.8080,4.61,1.0000,27.33,30.50,0,0,0,2,3,4,3.00,14.65,-7.11,27.14,2.10,27.06,21.57,28.860,157.55,-7.08,20.39,11,0.000,1.009,14.64,-0.83,-0.004,0.000
143531,14.36,16.86,-5.88,8,0.82,1920,0.00,0.00,0.8040,4.86,1.0000,28.43,31.50,0,0,0,2,3,4,3.00,14.65,-7.11,26.83,2.10,28.63,26.27,35.184,157.68,-6.71,20.00,11,-0.122,1.009,14.64,-0.83,-0.004,0.000
143710,14.36,17.65,-3.30,8,0.82,2009,0.00,0.00,0.8205,4.86,1.0000,29.50,32.50,0,0,0,2,3,4,3.00,14.65,-7.11,34.82,2.26,36.86,30.98,39.247,200.48,-4.14,20.00,11,0.244,1.009,14.64,-0.83,-0.004,0.016
143889,14.36,20.39,-3.36,8,0.91,2060,0.00,0.00,0.8060,5.12,1.0000,26.07,29.50,0,0,0,2,3,4,3.00,14.65,-7.11,31.01,2.18,46.27,39.61,47.009,190.95,-4.19,25.88,11,-0.488,1.009,14.64,-0.83,-0.004,0.200
144068,14.70,20.39,-1.93,8,0.90,2098,0.00,0.00,0.8440,5.12,1.0000,26.73,30.00,1,1,0,2,3,4,3.00,14.65,-7.11,34.31,2.26,47.06,41.57,48.366,205.00,-3.08,23.53,11,0.122,1.009,14.64,-0.83,-0.004,0.376
144247,14.13,22.35,-0.91,8,0.94,2190,0.00,0.00,0.8080,5.38,1.0000,25.76,29.00,5,6,0,2,3,4,3.00,14.65,-7.11,38.02,2.32,49.02,44.71,49.726,231.43,-1.73,25.88,11,0.122,1.009,14.63,-0.83,-0.004,0.552
144427,14.47,23.92,0.03,8,0.99,2250,0.00,0.00,0.8070,5.38,1.0000,22.74,27.00,9,10,0,2,3,4,3.50,14.65,-7.11,39.91,2.36,50.59,45.49,51.495,246.78,-0.80,28.63,13,0.000,1.009,14.64,-0.83,-0.004,0.736
144605,14.59,25.88,0.89,8,1.04,2320,0.00,0.00,0.8080,5.63,1.0000,20.78,24.50,13,14,0,2,3,4,3.50,14.65,-7.11,38.48,2.38,52.16,46.67,53.093,249.88,0.06,30.59,13,-0.122,1.009,14.64,-0.83,-0.004,0.912
144784,14.47,25.49,1.32,8,1.06,2382,0.00,0.00,0.8070,5.89,1.0000,20.33,24.50,17,18,0,2,3,4,4.00,14.65,-7.11,42.31,2.40,54.51,48.63,55.697,252.72,0.50,29.41,13,-0.122,1.011,14.64,-0.83,-0.003,1.000
144963,14.24,25.49,2.77,8,1.07,2456,0.00,0.00,0.8157,5.89,1.0000,20.11,24.00,20,21,0,2,3,4,4.00,14.65,-7.11,43.45,2.42,55.69,49.80,56.875,255.12,1.16,29.02,13,-0.122,1.008,14.64,-0.83,-0.005,1.000
145143,14.36,25.88,3.11,8,1.07,2556,0.00,0.00,0.8207,5.63,1.0000,20.36,24.00,21,22,0,2,3,4,4.00,14.65,-7.11,44.38,2.44,57.65,50.98,58.116,256.99,2.28,28.63,13,0.000,1.009,14.64,-0.83,-0.004,1.000
145321,14.59,27.06,4.18,8,1.06,2608,0.00,0.00,0.8037,5.63,1.0000,21.02,25.00,23,23,0,2,3,4,3.50,14.65,-7.11,44.84,2.44,58.04,52.16,59.470,260.19,3.35,28.24,13,0.000,1.009,14.64,-0.83,-0.004,1.000
145500,14.70,27.45,5.86,8,1.06,2652,0.00,0.00,0.8215,5.63,1.0000,20.97,24.50,23,24,0,2,3,4,3.50,14.65,-7.11,46.55,2.48,59.22,53.33,60.663,266.06,5.03,28.63,13,0.000,1.009,14.64,-0.83,-0.004,1.000
145679,14.36,30.59,6.74,8,1.07,2744,0.00,0.00,0.8267,5.89,1.0000,20.44,24.00,24,25,0,2,3,4,3.50,14.65,-7.11,48.25,2.50,61.18,61.57,61.524,269.13,5.91,29.02,13,0.000,1.009,14.64,-0.83,-0.004,1.000
145858,14.24,30.59,7.88,8,1.08,2812,0.00,0.00,0.8175,5.89,1.0000,20.50,24.00,24,25,0,2,3,4,3.50,14.65,-7.11,49.03,2.50,61.96,62.75,62.672,272.19,6.48,29.02,13,0.122,1.009,14.64,-0.83,-0.004,1.000
146037,14.36,31.37,8.38,8,1.07,2866,0.00,0.00,0.8050,5.63,1.0000,20.98,24.00,26,26,0,2,3,4,3.50,14.65,-7.11,50.11,2.52,63.14,63.53,63.487,274.43,7.55,29.02,13,0.000,1.009,14.64,-0.83,-0.004,1.000
146216,14.47,31.76,9.17,8,1.06,2918,0.00,0.00,0.8105,5.63,1.0000,21.83,25.00,26,27,0,2,3,4,3.00,14.65,-7.11,50.27,2.54,63.53,63.53,63.471,275.47,8.35,29.02,13,0.122,1.009,14.64,-0.83,-0.004,1.000
146394,14.47,33.33,10.76,8,1.05,2986,0.00,0.00,0.8100,5.63,1.0000,22.02,25.00,26,27,0,2,3,4,3.00,14.65,-7.11,51.53,2.54,63.53,63.53,63.455,278.62,9.94,29.80,13,0.000,1.009,14.64,-0.83,-0.004,1.000
146573,14.59,34.51,11.48,8,1.05,3053,0.00,0.00,0.8035,5.89,1.0000,22.20,25.00,26,27,0,2,3,4,3.00,14.65,-7.11,53.78,2.58,63.53,63.53,63.433,284.38,10.65,30.20,13,0.000,1.009,14.64,-0.83,-0.004,1.000
146752,14.47,37.65,12.38,8,1.06,3115,0.00,0.00,0.8610,5.89,1.0000,21.43,24.00,25,26,0,2,3,4,3.00,14.65,-7.11,55.07,2.60,63.53,63.53,63.425,288.24,11.24,31.37,13,0.000,1.009,14.64,-0.83,-0.004,1.000
146931,14.47,39.22,13.50,8,1.07,3154,0.00,0.00,0.8080,5.89,1.0000,21.00,24.50,25,25,0,2,3,4,3.00,14.65,-7.11,55.88,2.62,63.53,63.53,63.409,290.54,12.67,32.16,13,0.000,1.009,14.64,-0.83,-0.004,1.000
147110,14.47,40.78,14.05,8,1.07,3248,0.00,0.00,0.8170,5.89,1.0000,20.66,23.50,25,24,0,2,3,4,3.00,14.65,-7.11,59.15,2.66,63.53,63.53,63.387,300.29,13.24,32.55,13,0.122,1.009,14.64,-0.85,-0.004,1.000
147290,14.59,43.53,14.76,8,1.09,3273,0.00,0.00,0.8240,6.14,1.0000,19.71,23.00,24,22,0,2,3,4,3.50,14.65,-7.11,59.68,2.66,63.53,63.14,63.224,300.10,13.94,34.12,13,0.000,1.009,14.64,-0.83,-0.004,1.000
147469,14.59,44.31,15.07,8,1.09,3322,0.00,0.00,0.8025,6.14,1.0000,19.58,23.00,23,22,0,2,3,4,3.50,14.65,-7.11,60.91,2.68,63.14,62.75,62.770,301.44,14.23,34.51,13,0.366,1.009,14.64,-0.83,-0.004,1.000
147647,14.70,45.10,15.85,8,1.10,3374,0.00,0.00,0.8255,6.14,1.0000,19.34,23.00,22,21,0,2,3,4,3.50,14.65,-7.11,62.85,2.70,62.75,62.35,62.494,302.28,14.62,35.69,13,0.000,1.009,14.64,-0.83,-0.004,1.000
147826,14.59,45.88,16.15,8,1.11,3472,0.00,0.00,0.8310,6.40,1.0000,19.08,23.00,21,20,0,2,3,4,3.50,14.65,-7.11,63.90,2.74,62.35,61.96,62.179,302.08,15.32,36.86,13,-0.122,1.009,14.64,-0.83,-0.004,1.000
148005,14.47,45.88,16.69,8,1.11,3520,0.00,0.00,0.8165,6.40,1.0000,19.02,22.00,21,20,0,2,3,4,3.50,14.65,-7.11,65.66,2.76,61.96,61.96,61.836,302.49,15.87,36.86,13,0.000,1.009,14.64,-0.83,-0.004,1.000
148184,14.47,47.06,17.49,8,1.13,3621,0.00,0.00,0.8023,6.40,1.0000,18.57,22.50,19,19,0,2,3,4,3.50,14.65,-7.11,68.62,2.80,61.96,61.57,61.536,305.16,16.66,37.65,13,0.244,1.009,14.64,-0.83,-0.004,1.000
148363,14.59,50.98,17.55,8,1.15,3663,0.00,0.00,0.8090,6.40,1.0000,17.74,21.50,19,18,0,2,3,4,3.50,14.65,-7.11,71.50,2.82,61.18,61.18,61.282,310.11,16.73,40.78,13,0.610,1.009,14.64,-0.83,-0.004,1.000
148542,14.47,54.90,17.56,8,1.18,3731,0.00,0.00,0.8160,6.66,1.0000,17.80,21.50,18,17,0,2,3,4,3.50,14.65,-7.11,73.22,2.86,61.18,60.78,60.855,313.32,16.73,44.31,13,0.122,1.009,14.64,-0.83,-0.004,1.000
148721,14.13,58.43,17.55,8,1.19,3806,0.00,0.00,0.8145,6.66,1.0000,18.12,21.50,17,17,0,2,3,4,3.50,14.65,-7.11,75.97,2.90,60.78,60.39,60.494,317.48,16.73,45.49,13,0.000,1.009,14.64,-0.83,-0.004,1.000
148900,14.24,64.71,17.55,10,1.21,3846,0.00,0.00,0.8140,6.66,1.0000,18.11,22.50,17,16,0,2,3,4,4.00,14.65,-7.11,80.17,2.92,60.39,60.00,60.156,323.32,16.73,49.41,13,0.610,1.008,14.64,-0.83,-0.005,1.000
149078,14.13,71.76,17.55,10,1.24,3956,0.00,0.00,0.8155,7.17,1.0000,18.07,22.00,16,15,0,2,3,4,4.00,14.65,-7.11,79.87,2.94,60.00,60.00,59.816,326.40,16.73,55.29,13,0.366,1.009,14.63,-0.83,-0.004,1.000
149257,13.09,72.94,17.55,10,1.26,4034,0.00,0.00,0.8225,7.68,1.0000,18.59,22.50,15,14,0,2,3,4,4.50,14.65,-7.11,85.59,2.98,59.61,59.61,59.414,331.40,16.73,55.29,13,0.000,1.009,14.64,-0.83,-0.004,1.000
149436,12.75,78.04,17.55,10,1.29,4117,0.00,0.00,0.8510,7.68,1.0000,18.24,22.50,14,13,0,2,3,4,4.50,14.65,-7.11,87.36,3.02,59.22,58.82,58.796,335.70,16.73,58.04,13,0.122,1.009,14.64,-0.83,-0.004,1.000
149615,12.29,80.78,17.55,10,1.33,4173,0.00,0.00,0.8210,7.94,1.0000,16.98,21.50,13,13,0,2,3,4,4.50,14.65,-7.11,95.54,3.10,58.82,58.43,58.469,342.15,16.73,61.57,13,0.488,1.009,14.64,-0.83,-0.004,1.000
149794,11.71,87.06,17.56,10,1.40,4280,0.00,0.00,0.8280,8.45,1.0000,15.84,20.50,13,12,0,2,3,4,5.00,14.65,-7.11,102.36,3.14,58.43,57.65,57.963,349.16,16.73,100.00,755,0.854,1.009,14.64,-0.83,-0.004,1.000
149973,11.94,89.41,17.56,10,1.44,4380,0.00,0.00,0.8220,8.70,1.0000,15.57,21.00,12,12,0,2,3,4,5.00,14.65,-7.11,107.24,3.20,58.04,57.65,57.490,353.71,16.73,100.00,755,0.000,1.009,14.64,-0.84,-0.004,1.000
150152,11.71,92.16,17.54,10,1.49,4473,0.00,0.00,0.8350,9.22,1.0000,15.29,20.50,11,10,0,2,3,4,5.00,14.65,-7.11,115.01,3.26,57.65,56.86,56.966,359.34,16.71,100.00,755,0.000,1.009,14.64,-0.83,-0.004,1.000
150332,11.48,94.90,17.46,10,1.53,4514,0.00,0.00,0.8285,9.47,1.0000,14.76,20.00,10,10,0,2,3,4,5.00,14.65,-7.11,115.47,3.30,56.86,56.47,56.517,363.96,16.59,100.00,755,0.000,1.009,14.63,-0.84,-0.004,1.000
150510,11.37,95.69,17.33,10,1.56,4644,0.00,0.00,0.8435,9.73,1.0000,14.09,19.50,9,9,0,2,3,4,5.50,14.65,-7.11,123.18,3.34,56.47,56.08,55.980,368.79,16.50,100.00,755,0.000,1.009,14.63,-0.83,-0.004,1.000
150689,11.37,98.43,17.23,10,1.61,4736,0.00,0.00,0.8695,9.98,1.0000,12.93,18.50,8,8,0,2,3,4,5.50,14.65,-7.11,132.07,3.38,56.08,55.69,55.763,375.52,16.39,100.00,755,0.000,1.009,14.64,-0.84,-0.004,1.000
150868,11.25,99.22,17.00,10,1.67,4811,0.00,0.00,0.8323,10.50,1.0000,12.30,18.50,7,8,0,2,3,4,5.50,14.65,-7.11,139.80,3.48,55.69,55.29,55.208,374.82,16.18,100.00,755,0.122,1.009,14.63,-0.83,-0.004,1.000
151047,11.14,100.00,16.95,10,1.73,4944,0.00,0.00,0.8335,11.01,1.0000,12.30,18.00,8,7,0,2,3,4,5.50,14.65,-7.11,146.89,3.54,54.90,54.51,54.526,372.95,16.11,100.00,755,0.000,1.009,14.64,-0.84,-0.004,1.000
151226,11.14,100.00,16.78,10,1.79,5066,0.00,0.00,0.8350,11.52,1.0000,11.97,17.50,7,6,0,2,3,4,5.50,14.65,-7.11,153.74,3.56,54.51,54.12,53.913,370.43,15.95,100.00,755,-0.122,1.009,14.64,-0.84,-0.004,1.000
151405,11.14,100.00,16.65,10,1.85,5156,0.00,0.00,0.8455,12.03,1.0000,11.77,17.50,5,6,0,2,3,4,5.50,14.65,-7.11,164.33,3.66,53.73,53.73,53.836,367.86,15.82,100.00,755,0.122,1.009,14.64,-0.83,-0.004,1.000
151584,11.14,100.00,16.55,10,1.92,5236,0.00,0.00,0.8160,12.29,1.0000,11.57,17.00,4,4,0,2,3,4,5.50,14.65,-7.11,176.42,3.72,53.33,52.94,53.016,363.52,15.72,100.00,755,0.122,1.009,14.64,-0.83,-0.004,1.000
151763,11.14,100.00,16.44,10,2.00,5364,0.00,0.00,0.8350,12.80,1.0000,11.50,17.00,4,4,0,2,3,4,5.50,14.65,-7.11,185.05,3.76,52.94,52.55,52.416,357.18,15.59,100.00,755,0.000,1.009,14.63,-0.83,-0.004,1.000
151941,11.14,100.00,16.21,10,2.08,5445,0.00,0.00,0.8290,13.31,1.0000,10.70,16.50,4,3,0,2,3,4,5.00,14.65,-7.11,199.17,3.84,52.55,51.76,51.741,353.74,15.37,100.00,755,-0.122,1.011,14.63,-0.83,-0.003,1.000
152120,11.14,100.00,16.15,10,2.17,5620,0.00,0.00,0.8615,14.08,1.0000,10.27,15.50,2,3,0,2,3,4,5.00,14.65,-7.11,213.85,3.94,51.76,51.37,51.301,347.77,15.31,100.00,755,0.122,1.009,14.64,-0.83,-0.004,1.000
152299,11.14,100.00,15.97,10,2.27,5745,0.00,0.00,0.8280,14.59,1.0000,10.62,15.50,2,3,0,2,3,4,5.00,14.65,-7.11,227.44,3.98,51.37,50.98,50.962,343.37,15.14,100.00,755,0.000,1.009,14.64,-0.83,-0.004,1.000
152479,11.14,100.00,15.75,10,2.35,5880,0.00,0.00,0.8300,15.36,1.0000,11.12,16.50,3,3,0,2,3,4,5.50,14.65,-7.11,235.56,4.04,50.59,50.20,50.189,339.65,14.91,100.00,755,-0.122,1.009,14.63,-0.84,-0.004,1.000
152657,11.14,100.00,15.53,10,2.42,5986,0.00,0.00,0.8400,15.87,1.0000,11.82,17.50,3,3,0,2,3,4,6.00,14.65,-7.11,243.24,4.08,49.80,49.41,49.462,334.59,14.70,100.00,755,-0.122,1.009,14.64,-0.85,-0.004,1.000
152836,11.14,100.00,15.37,10,2.44,6171,0.00,0.00,0.8425,16.13,1.0000,12.07,18.00,3,3,0,2,3,4,5.50,14.65,-7.11,252.34,4.14,48.63,48.63,48.565,326.47,14.53,100.00,755,0.000,1.009,14.63,-0.83,-0.004,1.000
153015,11.14,100.00,15.35,10,2.45,6236,0.00,0.00,0.8320,16.13,1.0000,12.23,17.50,3,3,0,2,3,4,5.50,14.65,-7.11,255.67,4.16,48.24,47.84,47.889,318.16,14.49,100.00,755,0.000,1.008,14.63,-0.84,-0.005,1.000
153195,11.14,100.00,15.16,10,2.45,6358,0.00,0.00,0.8410,16.38,1.0000,12.29,17.50,3,3,0,2,3,4,5.50,14.65,-7.11,260.79,4.16,47.84,47.45,47.498,271.00,14.33,100.00,755,0.000,1.009,14.63,-0.83,-0.004,1.000
153374,11.14,67.06,14.15,10,2.38,6456,0.00,0.00,0.8655,16.13,1.0000,12.55,17.50,3,3,0,2,3,4,4.00,14.65,-7.11,199.32,3.88,47.06,46.67,46.842,0.00,13.33,62.75,755,-3.540,1.009,14.64,-0.83,-0.004,1.000
153553,11.14,0.00,5.37,10,1.08,6018,0.00,0.00,0.8090,0.00,1.0000,23.95,4.50,3,4,0,2,3,4,0.00,14.65,-7.11,25.23,2.06,46.67,0.00,47.732,0.00,4.55,14.90,755,-0.610,1.008,14.64,-0.83,-0.005,1.000
