Time (msec),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Open Loop Map Enrichment (2-byte)** (estimated AFR),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Opening Angle (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%)
236799,14.36,7.45,-4.65,8,0.31,2230,0.00,0.00,0.8037,2.30,1.0000,31.71,31.50,5,9,0,2,2,2,0.00,14.51,-7.25,12.01,1.64,14.70,52.16,35.29,51.831,36.68,-5.59,10.20,13,0.000
236953,14.47,7.84,-4.94,8,0.31,2204,0.00,0.00,0.8000,2.30,1.0000,32.32,32.00,2,8,0,2,2,2,0.00,14.51,-7.25,11.67,1.62,14.70,51.76,35.69,52.088,38.13,-5.89,10.20,13,0.122
237107,14.70,8.24,-4.60,8,0.32,2214,0.00,0.00,0.8380,2.30,1.0000,32.28,32.50,2,1,0,2,2,2,0.00,14.51,-7.25,12.13,1.64,14.70,51.37,35.29,51.913,43.04,-5.55,10.20,13,0.000
237261,14.59,9.41,-4.87,8,0.32,2202,0.00,0.00,0.8130,2.30,1.0000,32.99,33.00,1,1,0,2,2,2,0.00,14.51,-7.25,12.63,1.66,14.70,51.76,34.90,51.560,48.56,-5.74,10.98,13,0.000
237415,14.59,10.98,-4.60,8,0.34,2177,0.00,0.00,0.8115,2.30,1.0000,35.26,34.50,1,1,0,2,2,2,0.00,14.51,-7.25,17.20,1.82,14.70,51.37,34.51,50.927,78.55,-5.55,11.76,13,0.122
237569,14.70,13.33,-4.09,8,0.42,2192,0.00,0.00,0.8130,2.82,1.0000,38.28,39.00,1,1,0,2,2,2,0.00,14.51,-7.25,25.44,2.06,14.70,51.37,34.51,50.825,125.16,-5.04,14.51,13,0.366
237724,15.04,15.29,-3.85,8,0.59,2159,0.00,0.00,0.8067,3.58,1.0000,35.53,36.50,1,1,0,2,2,2,1.50,14.51,-7.25,27.68,2.12,14.70,51.37,35.69,51.219,133.69,-4.80,18.04,13,0.122
237878,15.39,15.29,-3.58,8,0.69,2174,0.00,0.00,0.8027,4.35,1.0000,35.67,38.00,1,0,0,2,2,2,2.00,14.51,-7.25,25.84,2.08,14.70,50.20,35.29,51.098,133.74,-4.53,18.43,13,-0.122
238032,13.78,15.29,-3.72,8,0.70,2151,0.00,0.00,0.8037,4.35,1.0000,35.34,37.50,1,0,0,2,2,2,2.00,14.51,-7.25,25.84,2.08,14.70,50.59,34.90,50.508,133.70,-4.67,18.04,13,0.000
238186,13.21,14.51,-4.51,8,0.71,2151,0.00,0.00,0.8105,4.35,1.0000,35.46,37.50,1,1,0,2,2,2,2.00,14.51,-7.25,23.76,2.02,14.70,50.59,34.12,50.232,116.83,-5.45,18.04,13,-0.122
238340,13.67,14.12,-4.59,8,0.68,2160,0.00,0.00,0.8380,4.10,1.0000,35.29,37.00,1,1,0,2,2,2,1.50,14.51,-7.25,23.30,2.00,14.70,49.80,33.73,49.806,112.56,-5.53,16.86,13,0.000
238494,14.01,14.12,-4.25,8,0.65,2142,0.00,0.00,0.8017,3.84,1.0000,35.47,37.00,1,0,0,2,2,2,1.50,14.51,-7.25,24.23,2.04,14.70,49.80,34.12,50.232,121.09,-5.20,16.47,13,0.000
238647,14.36,14.51,-4.46,8,0.66,2157,0.00,0.00,0.8037,3.84,1.0000,35.21,37.00,1,0,0,2,2,2,2.00,14.51,-7.25,26.55,2.08,14.70,50.20,33.73,49.613,125.26,-5.40,17.25,13,0.000
238801,14.81,14.51,-4.14,8,0.70,2132,0.00,0.00,0.8050,4.10,1.0000,35.39,37.50,1,1,0,2,2,2,2.00,14.51,-7.25,25.64,2.06,14.70,49.80,33.33,49.528,142.22,-5.09,18.04,13,-0.122
238955,14.81,16.08,-3.51,8,0.72,2150,0.00,0.00,0.8105,4.10,1.0000,34.09,36.50,1,1,0,2,2,2,2.50,14.51,-7.25,28.56,2.12,14.70,49.41,36.47,50.041,157.62,-4.46,19.22,13,0.000
239109,14.59,16.86,-3.54,8,0.77,2129,0.00,0.00,0.8280,4.35,1.0000,32.67,35.50,1,0,0,2,2,2,2.50,14.51,-7.25,29.23,2.14,14.70,49.80,37.65,49.444,160.26,-4.47,20.39,13,0.000
239263,14.47,16.86,-3.52,8,0.79,2130,0.00,0.00,0.8155,4.61,1.0000,31.79,34.00,1,0,0,2,2,2,2.00,14.51,-7.25,28.78,2.14,14.70,49.80,37.65,49.867,160.30,-4.47,20.39,13,0.000
239417,14.24,16.86,-3.34,8,0.80,2144,0.00,0.00,0.8060,4.61,1.0000,31.90,34.00,2,1,0,2,2,2,2.00,14.51,-7.25,29.12,2.14,14.70,49.41,37.65,49.757,160.25,-4.29,20.39,13,0.000
239571,14.13,16.86,-3.30,8,0.81,2127,0.00,0.00,0.8155,4.61,1.0000,31.46,33.50,4,2,0,2,2,2,1.50,14.51,-7.25,29.33,2.16,14.70,49.80,37.25,49.263,160.28,-4.25,20.39,13,0.000
239725,14.47,16.86,-3.52,8,0.81,2142,0.00,0.00,0.8280,4.61,1.0000,31.51,33.00,6,2,0,2,2,2,1.50,14.51,-7.25,29.56,2.16,14.70,49.80,38.04,49.828,160.23,-4.47,20.78,13,0.000
239879,14.70,16.86,-3.68,8,0.82,2122,0.00,0.00,0.8505,4.61,1.0000,30.97,32.50,8,3,0,2,2,2,1.00,14.51,-7.25,29.89,2.16,14.70,49.41,37.65,49.659,157.59,-4.32,20.78,13,0.000
240033,14.70,16.86,-3.39,8,0.82,2141,0.00,0.00,0.8080,4.61,1.0000,31.14,32.00,11,4,0,2,2,2,1.00,14.51,-7.25,29.67,2.16,14.70,49.41,37.25,49.192,157.59,-4.34,20.39,13,0.000
240187,14.59,16.86,-3.69,8,0.83,2126,0.00,0.00,0.8117,4.61,1.0000,30.80,32.00,13,5,0,2,2,2,1.00,14.51,-7.25,29.89,2.16,14.70,49.80,37.25,49.188,157.59,-4.64,20.39,13,0.000
240341,14.36,16.08,-3.66,8,0.83,2144,0.00,0.00,0.8085,4.86,1.0000,31.01,32.00,16,5,0,2,2,2,1.00,14.51,-7.25,28.89,2.14,14.70,49.02,36.47,49.468,150.62,-4.60,20.39,13,-0.122
240495,14.24,16.08,-4.08,8,0.81,2117,0.00,0.00,0.8115,4.61,1.0000,31.32,32.50,16,6,0,2,2,2,1.00,14.51,-7.25,28.45,2.14,14.70,49.41,35.69,49.090,142.21,-5.02,19.61,13,0.000
240648,14.36,16.08,-4.17,8,0.80,2136,0.00,0.00,0.8500,4.35,1.0000,32.06,33.00,17,8,0,2,2,2,1.00,14.51,-7.25,28.90,2.14,14.70,49.02,35.69,49.086,142.18,-5.00,19.22,13,0.000
240802,14.47,15.29,-4.18,8,0.80,2114,0.00,0.00,0.8010,4.35,1.0000,31.98,32.50,18,11,0,2,2,2,1.00,14.51,-7.25,27.05,2.10,14.70,49.02,35.29,49.509,133.78,-5.13,19.22,13,-0.122
240956,14.70,15.29,-4.35,8,0.78,2134,0.00,0.00,0.8095,4.35,1.0000,32.48,33.50,18,14,0,2,2,2,0.50,14.51,-7.25,28.01,2.12,14.70,49.41,34.90,49.029,137.95,-5.30,18.04,13,0.122
241112,14.47,15.29,-4.39,8,0.77,2107,0.00,0.00,0.8160,4.35,1.0000,32.63,33.00,18,17,0,2,2,2,0.50,14.51,-7.25,28.34,2.12,14.70,49.41,34.90,49.488,138.00,-5.34,18.82,13,0.000
241266,14.59,15.29,-4.19,8,0.78,2128,0.00,0.00,0.8280,4.35,1.0000,31.94,33.00,18,18,0,2,2,2,1.00,14.51,-7.25,28.67,2.14,14.70,49.02,34.90,48.857,133.74,-5.13,18.82,13,0.000
241419,14.47,14.90,-4.58,8,0.78,2129,0.00,0.00,0.8105,4.35,1.0000,32.63,33.00,18,18,0,2,2,2,0.50,14.51,-7.25,26.85,2.10,14.70,49.41,32.94,48.866,133.78,-5.64,17.65,13,0.000
241573,14.24,15.69,-3.76,8,0.76,2112,0.00,0.00,0.8037,4.35,1.0000,32.40,33.50,18,18,0,2,2,2,1.00,14.51,-7.25,30.44,2.18,14.70,49.02,34.90,49.426,154.82,-4.72,18.43,13,0.244
241727,14.47,16.86,-3.50,8,0.82,2133,0.00,0.00,0.8040,4.35,1.0000,30.88,32.00,18,18,0,2,2,2,1.50,14.51,-7.25,31.58,2.20,14.70,49.41,37.65,49.307,162.90,-4.46,20.39,13,0.000
241881,14.93,16.86,-3.63,8,0.85,2112,0.00,0.00,0.8145,4.86,1.0000,29.90,31.50,18,18,0,2,2,2,1.50,14.51,-7.25,30.77,2.18,14.70,49.41,36.86,48.807,168.20,-4.58,20.78,13,-0.122
242035,14.70,18.43,-2.57,8,0.86,2142,0.00,0.00,0.8125,4.86,1.0000,28.71,31.00,18,18,0,2,2,2,2.00,14.51,-7.25,34.03,2.26,14.70,49.02,40.78,49.349,192.44,-3.51,21.96,13,0.366
242189,14.47,20.39,-1.73,8,0.92,2120,0.00,0.00,0.8478,5.12,1.0000,26.00,28.50,18,19,0,2,2,2,2.50,14.51,-7.25,34.92,2.26,14.70,49.41,41.57,48.901,197.39,-2.68,24.31,13,0.122
242343,14.24,20.78,-2.00,8,0.95,2138,0.00,0.00,0.8105,5.38,1.0000,25.31,27.50,18,19,0,2,2,2,2.50,14.51,-7.25,34.03,2.26,14.70,49.41,42.35,49.321,195.06,-2.95,24.71,13,0.000
242497,14.24,20.39,-1.77,8,0.95,2127,0.00,0.00,0.8045,5.12,1.0000,25.46,27.50,18,19,0,2,2,2,2.50,14.51,-7.25,34.79,2.26,14.70,49.02,42.35,49.775,194.85,-2.71,24.31,13,0.000
242651,14.47,20.39,-1.76,8,0.95,2156,0.00,0.00,0.8163,5.12,1.0000,25.31,28.00,19,19,0,2,2,2,2.50,14.51,-7.25,34.66,2.26,14.70,49.80,41.96,49.337,195.38,-2.71,24.31,13,0.000
242805,14.59,20.39,-1.83,8,0.95,2139,0.00,0.00,0.8225,5.12,1.0000,25.63,28.00,19,19,0,2,2,2,2.50,14.51,-7.25,34.66,2.26,14.70,49.80,42.35,49.766,192.38,-2.78,24.31,13,0.000
242959,14.59,19.22,-2.53,8,0.95,2160,0.00,0.00,0.8345,5.12,1.0000,25.83,28.00,19,19,0,2,2,2,2.00,14.51,-7.25,32.64,2.22,14.70,49.41,41.57,50.242,176.50,-3.48,23.92,13,-0.244
243113,14.36,18.43,-2.30,8,0.92,2154,0.00,0.00,0.8085,5.12,1.0000,27.48,29.50,19,19,0,2,2,2,2.00,14.51,-7.25,32.76,2.22,14.70,49.80,40.39,49.602,171.13,-3.25,21.96,13,0.000
243266,14.24,17.65,-2.74,8,0.90,2184,0.00,0.00,0.8115,4.86,1.0000,28.86,30.50,19,19,0,2,2,2,1.50,14.51,-7.25,32.17,2.20,14.70,50.59,40.00,50.332,162.99,-3.68,21.18,13,0.000
243420,14.36,16.86,-2.94,8,0.88,2178,0.00,0.00,0.8505,4.86,1.0000,29.79,31.00,19,20,0,2,2,2,1.50,14.51,-7.25,30.77,2.18,14.70,50.59,38.82,50.855,146.28,-3.89,20.39,13,-0.122
243575,14.47,14.51,-3.39,8,0.84,2182,0.00,0.00,0.8080,4.61,1.0000,32.15,32.50,20,20,0,2,2,2,0.50,14.51,-7.25,23.96,2.02,14.70,50.59,34.90,51.179,82.62,-4.34,18.43,13,-0.488
243728,14.24,10.20,-4.91,8,0.71,2204,0.00,0.00,0.8210,4.10,1.0000,36.08,36.50,20,21,0,2,2,2,0.00,14.51,-7.25,12.94,1.70,14.70,51.37,34.90,51.348,32.09,-5.86,12.94,13,-0.488
243882,13.44,4.31,-4.89,8,0.48,2195,0.00,0.00,0.8057,3.07,1.0000,39.01,38.50,19,20,0,2,2,2,0.00,14.51,-7.25,11.21,1.60,14.70,51.37,34.51,50.857,24.47,-5.84,9.80,13,0.000
244036,13.32,0.00,-5.33,8,0.36,2186,0.00,0.00,0.8080,2.30,1.0000,32.32,34.00,11,19,0,2,2,2,0.00,14.51,-7.25,10.07,1.56,14.70,51.37,0.00,51.038,17.23,-6.39,9.41,13,-0.122
244190,14.36,0.00,-5.64,8,0.30,2214,0.00,0.00,0.8140,2.05,1.0000,26.53,27.00,2,1,0,2,2,2,0.00,14.51,-7.25,10.22,1.44,14.70,51.37,0.00,50.957,9.97,-6.59,7.45,13,-0.122
244345,15.27,0.00,-6.80,8,0.24,2180,0.00,0.00,0.8040,1.79,1.0000,23.86,24.00,1,1,0,2,2,2,0.00,14.51,-7.25,6.90,1.38,14.70,50.98,0.00,50.154,2.87,-7.75,6.27,13,0.000
244498,16.31,0.00,-6.17,8,0.20,2196,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,1,1,0,2,2,2,0.00,14.51,-7.25,6.21,1.36,14.70,50.20,0.00,52.188,0.00,-7.12,5.88,13,-0.122
244652,17.92,0.00,-4.97,8,0.18,2207,0.00,0.00,0.7988,0.00,1.0000,23.95,24.00,1,1,0,2,2,2,0.00,14.51,-7.25,6.21,1.36,14.70,50.98,0.00,50.869,0.00,-5.92,5.49,13,0.000
244806,20.33,0.00,-5.32,10,0.17,2199,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.28,1.36,14.70,51.76,0.00,51.649,0.00,-6.15,5.49,13,0.000
244961,20.33,0.00,-5.49,10,0.17,2216,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.44,1.38,14.70,51.76,0.00,50.680,0.00,-6.44,5.88,13,0.000
245115,20.33,0.00,-6.47,10,0.17,2191,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.40,1.36,14.70,51.37,0.00,50.649,0.00,-7.42,5.88,13,0.000
245269,20.33,0.00,-6.79,10,0.17,2165,0.00,0.00,0.8010,0.00,1.0000,23.95,24.00,1,1,0,2,2,2,0.00,14.51,-7.25,6.25,1.36,14.70,50.59,0.00,50.844,0.00,-7.74,5.88,13,0.000
245423,20.33,0.00,-6.70,10,0.17,2164,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,1,1,0,2,2,2,0.00,14.51,-7.25,6.21,1.36,14.70,50.59,0.00,50.550,0.00,-7.65,5.88,13,0.000
245577,20.33,0.00,-7.43,10,0.17,2128,0.00,0.00,0.8067,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.25,1.36,14.70,50.59,0.00,49.498,0.00,-8.84,5.88,13,0.000
245731,20.33,0.00,-8.35,10,0.17,2127,0.00,0.00,0.8430,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.25,1.36,14.70,49.80,0.00,49.650,0.00,-9.30,5.49,13,0.000
245885,20.33,0.00,-8.20,10,0.17,2100,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,1,1,0,2,2,2,0.00,14.51,-7.25,6.14,1.36,14.70,49.02,0.00,49.294,0.00,-9.14,5.49,13,0.000
246039,20.33,0.00,-9.10,10,0.17,2090,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,1,1,0,2,2,2,0.00,14.51,-7.25,5.95,1.34,14.70,48.63,0.00,48.613,0.00,-10.04,5.49,13,0.000
246193,20.33,0.00,-8.69,10,0.17,2100,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.03,1.34,14.70,48.63,0.00,48.942,0.00,-9.63,5.49,13,0.000
246347,20.33,0.00,-8.84,10,0.17,2080,0.00,0.00,0.8020,0.00,1.0000,23.95,24.00,1,1,0,2,2,2,0.00,14.51,-7.25,5.99,1.34,14.70,49.02,0.00,48.348,0.00,-9.79,5.49,13,0.000
246501,20.33,41.18,-1.90,10,0.18,1954,0.00,0.00,0.8430,1.79,1.0000,26.60,25.00,2,1,0,2,2,2,1.50,14.51,-7.25,46.76,2.42,14.70,48.63,42.75,48.289,250.64,-2.85,21.57,15,3.784
246655,20.33,61.18,-1.32,10,0.85,2386,0.00,0.00,0.8065,5.38,1.0000,27.14,29.50,1,0,0,2,2,2,2.50,14.51,-7.25,35.97,2.28,14.70,44.31,42.35,47.726,212.68,-2.27,38.43,13,0.244
246810,20.33,0.00,-0.80,10,0.78,2918,0.00,0.00,0.8037,5.63,1.0000,31.17,12.50,4,3,0,2,2,2,0.00,14.51,-7.25,6.37,1.38,14.70,56.08,0.00,61.452,0.00,-1.75,11.76,13,-1.465
246964,20.33,0.00,-0.47,10,0.31,2804,0.00,0.00,0.8027,0.00,1.0000,26.53,7.50,2,1,0,2,2,2,0.00,14.51,-7.25,5.09,1.26,14.70,63.92,0.00,63.719,0.00,-1.41,3.14,13,0.000
247119,19.52,0.00,-1.08,10,0.16,2616,0.00,0.00,0.8027,0.00,1.0000,23.95,4.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.59,1.38,14.70,63.53,0.00,62.529,0.00,-2.03,5.49,13,0.244
247272,18.49,0.00,-0.39,10,0.15,2463,0.00,0.00,0.8347,0.00,1.0000,23.95,4.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.25,1.42,14.70,61.18,0.00,59.413,0.00,-1.33,6.67,13,0.000
247426,20.33,0.00,-0.03,10,0.17,2381,0.00,0.00,0.7988,0.00,1.0000,23.95,4.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.08,1.42,14.70,58.43,0.00,56.351,0.00,-0.98,6.67,13,0.000
247580,20.33,0.00,0.07,10,0.17,2422,0.00,0.00,0.8007,0.00,1.0000,23.95,4.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.56,1.38,14.70,56.47,0.00,56.128,0.00,-0.88,6.27,13,0.000
247734,20.33,0.00,-0.36,10,0.17,2596,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,1,1,0,2,2,2,0.00,14.51,-7.25,6.63,1.38,14.70,56.86,0.00,58.490,0.00,-1.31,6.27,13,0.000
247889,20.33,0.00,-1.50,10,0.16,2726,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.51,1.44,14.70,58.43,0.00,61.582,0.00,-2.45,6.27,13,0.122
248042,20.33,0.00,-1.09,10,0.16,2674,0.00,0.00,0.8357,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.60,1.44,14.70,62.75,0.00,61.579,0.00,-2.03,7.06,13,0.000
248197,20.33,0.00,-1.15,10,0.17,2644,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.51,1.44,14.70,61.18,0.00,61.945,0.00,-2.25,7.06,13,0.000
248349,20.33,0.00,-1.21,10,0.17,2638,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.38,1.44,14.70,61.57,0.00,61.640,0.00,-2.15,7.06,13,0.000
248504,20.33,0.00,-0.90,10,0.17,2642,0.00,0.00,0.8005,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.47,1.44,14.70,61.57,0.00,60.490,0.00,-1.85,6.67,13,0.000
248658,20.33,0.00,-0.86,10,0.17,2606,0.00,0.00,0.8040,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.29,1.42,14.70,60.39,0.00,60.591,0.00,-1.81,6.67,13,0.000
248812,20.33,0.00,-0.65,10,0.17,2549,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.25,1.42,14.70,60.39,0.00,59.889,0.00,-1.60,6.67,13,0.000
248966,20.33,0.00,-0.39,10,0.17,2532,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.21,1.42,14.70,59.61,0.00,59.079,0.00,-1.45,6.67,13,0.000
249120,20.33,0.00,-0.31,10,0.17,2471,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.87,1.40,14.70,58.82,0.00,58.750,0.00,-1.26,6.67,13,-0.122
249274,20.33,0.00,-0.22,10,0.17,2452,0.00,0.00,0.8025,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.91,1.40,14.70,58.43,0.00,58.080,0.00,-1.17,6.27,13,0.000
249428,20.33,0.00,-0.07,10,0.17,2443,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.83,1.40,14.70,58.04,0.00,57.327,0.00,-1.02,6.27,13,0.000
249582,20.33,0.00,0.06,10,0.17,2410,0.00,0.00,0.8290,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.71,1.40,14.70,57.65,0.00,56.926,0.00,-0.89,6.27,13,0.000
249736,20.33,0.00,-0.94,10,0.17,2360,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.40,1.38,14.70,57.25,0.00,56.561,0.00,-0.89,5.88,13,0.122
249889,20.33,0.00,-1.19,10,0.16,2326,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.48,1.38,14.70,55.69,0.00,55.370,0.00,-2.14,5.88,13,0.000
250043,20.33,0.00,-2.56,10,0.17,2294,0.00,0.00,0.8280,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.59,1.38,14.70,55.69,0.00,54.320,0.00,-3.52,5.88,13,0.000
250198,20.33,0.00,-3.25,10,0.17,2280,0.00,0.00,0.8100,0.00,1.0000,24.15,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.48,1.38,14.70,54.51,0.00,53.602,0.00,-4.20,5.88,13,0.000
250351,20.33,0.00,-4.10,10,0.17,2240,0.00,0.00,0.8097,0.00,1.0000,23.61,23.50,2,1,0,2,2,2,0.00,14.51,-7.25,6.36,1.36,14.70,53.73,0.00,52.935,0.00,-5.05,5.88,13,0.000
250506,20.33,0.00,-5.65,10,0.17,2184,0.00,0.00,0.8077,0.00,1.0000,23.95,24.00,1,1,0,2,2,2,0.00,14.51,-7.25,6.21,1.36,14.70,52.94,0.00,51.689,0.00,-6.59,5.88,13,0.000
250660,20.33,0.00,-7.22,10,0.17,2162,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,1,1,0,2,2,2,0.00,14.51,-7.25,6.21,1.36,14.70,51.76,0.00,50.793,0.00,-8.17,5.88,13,0.000
250814,20.33,0.00,-7.73,10,0.17,2101,0.00,0.00,0.8380,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,5.95,1.34,14.70,50.20,0.00,49.933,0.00,-8.67,5.49,13,0.000
250968,20.33,0.00,-10.31,10,0.17,2024,0.00,0.00,0.8040,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,5.88,1.34,14.70,49.02,0.00,48.399,0.00,-11.26,5.49,13,0.000
251123,20.33,0.00,-11.83,10,0.17,1859,0.00,0.00,0.8010,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,5.56,1.32,14.70,47.84,0.00,45.893,0.00,-12.78,5.49,13,-0.122
251276,20.33,0.00,-11.83,10,0.17,1678,0.00,0.00,0.8077,0.00,1.0000,22.34,23.00,2,1,0,2,2,2,0.00,14.51,-7.25,4.64,1.24,14.70,38.04,0.00,21.753,0.00,-12.78,4.71,13,-0.244
251430,20.33,0.00,-11.83,10,0.17,1520,0.00,0.00,0.8017,0.00,1.0000,19.68,20.00,2,1,0,2,2,2,0.00,14.51,-7.25,4.04,1.20,14.70,12.94,0.00,4.747,0.00,-12.78,3.92,13,-0.122
251584,20.33,0.00,-11.83,10,0.16,1382,0.00,0.00,0.8007,0.00,1.0000,17.72,18.00,2,1,0,2,2,2,0.00,14.51,-7.25,4.07,1.20,14.70,0.00,0.00,0.000,0.00,-12.78,3.53,13,0.000
251738,20.33,0.00,-11.83,10,0.17,1204,0.00,0.00,0.8007,0.00,1.0000,13.56,14.50,1,1,0,2,2,2,0.00,14.51,-7.25,4.07,1.20,14.70,0.00,0.00,0.000,0.00,-12.78,3.92,13,0.000
251892,20.33,0.00,-11.83,10,0.19,1083,0.00,0.00,0.8037,0.00,1.0000,12.68,12.50,1,1,0,2,2,2,0.00,14.51,-7.25,3.46,1.14,14.70,0.00,0.00,0.000,0.00,-12.78,3.14,13,0.000
252045,20.33,0.00,-11.83,10,0.19,1040,0.00,0.00,0.7998,0.00,1.0000,12.60,-11.50,1,0,0,2,2,2,0.00,14.51,-7.25,3.05,1.12,14.70,0.00,0.00,0.000,0.00,-12.78,2.75,13,-0.122
252200,20.33,0.00,-11.83,10,0.19,1107,0.00,0.00,0.7988,1.79,1.0000,12.68,-8.00,1,0,0,2,2,2,0.00,14.51,-7.25,2.94,1.10,14.70,0.00,0.00,0.000,0.00,-12.78,2.75,13,-0.122
252353,20.33,0.00,-11.83,10,0.18,1303,0.00,0.00,0.8380,1.79,1.0000,13.59,-4.00,1,0,0,2,2,2,0.00,14.51,-7.25,3.27,1.14,14.70,0.00,0.00,0.000,0.00,-12.78,2.75,13,0.000
252507,20.33,0.00,-11.83,10,0.16,1449,0.00,0.00,0.8017,1.79,1.0000,18.01,6.00,1,0,0,2,2,2,0.00,14.51,-7.25,4.04,1.20,14.70,0.00,0.00,0.000,0.00,-12.78,3.53,13,0.122
252661,20.33,0.00,-11.83,10,0.16,1630,0.00,0.00,0.8107,1.79,1.0000,19.94,14.00,1,0,0,2,2,2,0.00,14.51,-7.25,4.74,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,4.31,13,0.000
252816,20.33,0.00,-11.83,10,0.16,1844,0.00,0.00,0.8007,1.79,1.0000,23.92,22.50,1,0,0,2,2,2,0.00,14.51,-7.25,5.19,1.28,14.70,0.00,0.00,13.586,0.00,-12.78,4.71,13,0.000
252969,19.64,0.00,-11.83,10,0.16,2071,0.00,0.00,0.7978,1.54,1.0000,23.95,24.00,1,0,0,2,2,2,0.00,14.51,-7.25,5.43,1.30,14.70,23.14,0.00,33.707,0.00,-12.78,5.10,13,0.000
253123,18.26,0.00,-9.92,10,0.16,2037,0.00,0.00,0.8050,1.54,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,5.77,1.32,14.70,44.71,0.00,48.616,0.00,-10.17,5.49,13,0.000
253277,17.69,0.00,-11.83,10,0.16,1937,0.00,0.00,0.8067,1.54,1.0000,23.95,24.00,1,1,0,2,2,2,0.00,14.51,-7.25,5.73,1.32,14.70,48.24,0.00,46.748,0.00,-12.78,5.49,13,0.000
