Time (msec),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Open Loop Map Enrichment (2-byte)** (estimated AFR),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Opening Angle (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%)
220168,14.59,6.27,-8.49,8,0.27,2077,0.00,0.00,0.8050,2.05,1.0000,26.87,26.50,1,0,0,2,2,2,0.00,14.51,-7.25,10.03,1.56,14.70,49.02,32.55,48.449,29.53,-9.42,9.02,13,0.000
220322,14.70,5.88,-8.10,8,0.28,2094,0.00,0.00,0.8020,2.05,1.0000,28.07,28.00,1,1,0,2,2,2,0.00,14.51,-7.25,10.13,1.56,14.70,48.24,32.94,48.838,32.03,-9.05,9.02,13,0.000
220477,14.81,6.67,-8.42,8,0.28,2076,0.00,0.00,0.8157,2.30,1.0000,28.50,28.50,1,0,0,2,2,2,0.00,14.51,-7.25,10.12,1.56,14.70,48.63,32.55,48.800,33.27,-9.36,9.02,13,0.122
220631,14.59,7.45,-7.65,8,0.29,2092,0.00,0.00,0.8060,2.30,1.0000,28.83,28.50,1,1,0,2,2,2,0.00,14.51,-7.25,10.73,1.58,14.70,48.24,32.94,48.802,46.79,-8.60,9.41,13,0.000
220784,14.36,9.41,-8.02,8,0.30,2094,0.00,0.00,0.8105,2.30,1.0000,30.70,30.00,1,1,0,2,2,2,0.00,14.51,-7.25,11.83,1.64,14.70,49.02,32.55,48.370,46.99,-8.96,10.59,13,0.000
220938,14.36,9.41,-7.58,8,0.32,2074,0.00,0.00,0.8147,2.30,1.0000,32.47,32.00,1,1,0,2,2,2,0.00,14.51,-7.25,11.83,1.64,14.70,48.24,32.94,48.846,47.00,-8.51,10.59,13,0.000
221092,14.36,9.41,-8.02,8,0.33,2093,0.00,0.00,0.8037,2.56,1.0000,32.89,33.00,1,1,0,2,2,2,0.00,14.51,-7.25,11.89,1.64,14.70,48.63,32.55,48.425,46.77,-8.97,10.59,13,0.000
221247,14.13,9.41,-7.60,8,0.34,2093,0.00,0.00,0.8080,2.56,1.0000,33.63,33.50,1,1,0,2,2,2,0.00,14.51,-7.25,11.95,1.64,14.70,48.24,32.94,48.774,50.26,-8.54,10.59,13,-0.122
221400,14.13,10.20,-7.50,8,0.34,2074,0.00,0.00,0.8170,2.56,1.0000,33.64,33.50,1,1,0,2,2,2,0.00,14.51,-7.25,12.32,1.66,14.70,48.63,32.55,48.359,50.27,-8.45,10.59,13,0.000
221554,14.13,10.20,-7.24,8,0.34,2093,0.00,0.00,0.8037,2.56,1.0000,34.14,34.00,1,0,0,2,2,2,0.00,14.51,-7.25,13.74,1.72,14.70,48.63,32.94,48.789,58.65,-8.19,10.98,13,0.122
221708,14.24,11.76,-6.58,8,0.37,2094,0.00,0.00,0.8060,2.56,1.0000,38.24,37.00,1,1,0,2,2,2,0.00,14.51,-7.25,17.96,1.86,14.70,48.63,32.55,48.329,79.79,-7.95,12.16,13,0.488
221863,14.70,11.76,-6.79,8,0.45,2082,0.00,0.00,0.8097,2.82,1.0000,37.20,37.50,1,1,0,2,2,2,0.00,14.51,-7.25,20.44,1.86,14.70,48.63,32.94,49.001,75.55,-7.73,13.73,13,0.000
222016,15.50,10.98,-6.99,8,0.48,2096,0.00,0.00,0.8010,3.07,1.0000,37.11,36.50,1,0,0,2,2,2,0.00,14.51,-7.25,15.23,1.76,14.70,48.63,32.94,48.784,71.22,-7.94,12.55,13,0.000
222170,15.04,11.37,-7.19,8,0.45,2073,0.00,0.00,0.8105,3.07,1.0000,37.82,37.50,1,1,0,2,2,2,0.00,14.51,-7.25,15.99,1.78,14.70,48.63,32.94,48.678,71.44,-8.13,12.55,13,0.000
222324,14.24,12.55,-5.90,8,0.46,2086,0.00,0.00,0.8105,3.07,1.0000,37.07,37.50,1,1,0,2,2,2,0.00,14.51,-7.25,17.94,1.92,14.70,48.24,32.55,48.244,92.18,-6.85,13.33,13,0.488
222478,14.36,12.16,-6.73,8,0.52,2091,0.00,0.00,0.8050,3.33,1.0000,35.25,35.00,1,0,0,2,2,2,0.00,14.51,-7.25,17.96,1.86,14.70,49.02,32.55,48.425,88.05,-7.72,14.12,13,-0.122
222632,14.93,12.55,-6.04,8,0.52,2085,0.00,0.00,0.8065,3.33,1.0000,35.32,35.00,1,1,0,2,2,2,0.00,14.51,-7.25,19.83,1.90,14.70,48.24,32.94,48.904,96.49,-6.99,14.51,13,0.122
222786,14.47,13.33,-5.99,8,0.54,2086,0.00,0.00,0.8037,3.58,1.0000,34.42,34.50,1,1,0,2,2,2,0.50,14.51,-7.25,23.20,2.00,14.70,49.02,32.55,48.570,134.22,-6.93,15.29,13,0.122
222940,14.47,15.69,-4.37,8,0.62,2110,0.00,0.00,0.8105,3.58,1.0000,34.76,36.00,1,0,0,2,2,2,2.00,14.51,-7.25,27.36,2.10,14.70,48.63,35.29,49.012,146.84,-5.32,18.82,13,0.000
223094,14.93,16.08,-4.31,8,0.72,2096,0.00,0.00,0.8105,4.35,1.0000,33.58,36.00,1,0,0,2,2,2,2.50,14.51,-7.25,27.36,2.10,14.70,49.02,36.08,48.774,155.15,-5.25,19.22,13,0.000
223248,14.47,16.08,-4.50,8,0.75,2113,0.00,0.00,0.8090,4.61,1.0000,32.74,35.00,1,0,0,2,2,2,2.00,14.51,-7.25,26.75,2.08,14.70,48.63,36.47,49.370,142.60,-4.93,20.00,13,0.000
223402,14.01,15.29,-4.23,8,0.75,2104,0.00,0.00,0.8180,4.61,1.0000,33.67,35.50,1,0,0,2,2,2,1.50,14.51,-7.25,26.14,2.08,14.70,49.02,34.90,48.970,142.61,-5.17,18.43,13,0.122
223556,14.01,15.29,-4.63,8,0.73,2107,0.00,0.00,0.8130,4.35,1.0000,33.50,35.00,4,4,0,2,2,2,1.50,14.51,-7.25,25.33,2.06,14.70,49.41,34.12,49.146,129.92,-5.58,18.82,13,0.000
223709,14.13,14.90,-4.13,8,0.72,2128,0.00,0.00,0.8080,4.35,1.0000,34.66,35.50,7,7,0,2,2,2,1.00,14.51,-7.25,26.24,2.08,14.70,49.02,33.73,49.663,142.59,-5.07,17.65,13,-0.122
223863,14.36,16.08,-3.83,8,0.73,2120,0.00,0.00,0.8420,4.10,1.0000,33.39,34.50,10,10,0,2,2,2,1.00,14.51,-7.25,29.78,2.16,14.70,49.80,36.86,49.284,163.16,-4.77,19.22,13,0.244
224017,14.81,18.43,-2.67,8,0.80,2144,0.00,0.00,0.8150,4.35,1.0000,31.25,33.00,12,12,0,2,2,2,1.50,14.51,-7.25,33.64,2.24,14.70,49.41,40.39,49.499,181.79,-3.93,21.18,13,0.122
224171,15.27,18.43,-3.16,8,0.87,2137,0.00,0.00,0.8200,4.86,1.0000,29.33,30.50,15,16,0,2,2,2,1.50,14.51,-7.25,29.56,2.16,14.70,49.80,41.18,50.162,155.14,-4.11,22.75,13,-0.366
224325,14.81,16.08,-3.86,8,0.84,2153,0.00,0.00,0.8050,4.86,1.0000,31.18,32.00,19,19,0,2,2,2,1.00,14.51,-7.25,28.01,2.12,14.70,50.20,36.47,49.784,146.75,-4.81,20.00,13,0.000
224479,14.01,15.69,-3.84,8,0.80,2146,0.00,0.00,0.8140,4.61,1.0000,32.12,33.00,20,20,0,2,2,2,1.00,14.51,-7.25,28.34,2.14,14.70,50.20,36.08,49.893,138.30,-4.79,19.22,13,0.000
224633,14.13,14.90,-3.63,8,0.78,2164,0.00,0.00,0.8560,4.35,1.0000,33.26,34.00,20,20,0,2,2,2,0.50,14.51,-7.25,26.65,2.08,14.70,50.20,34.51,50.517,129.85,-4.58,18.43,13,-0.122
224787,14.24,15.29,-3.53,8,0.75,2150,0.00,0.00,0.8080,4.35,1.0000,33.76,34.50,20,19,0,2,2,2,0.50,14.51,-7.25,28.78,2.14,14.70,50.98,36.08,50.828,138.25,-4.47,18.04,13,0.366
224941,14.47,15.69,-3.46,8,0.77,2174,0.00,0.00,0.8180,4.35,1.0000,33.35,34.00,19,19,0,2,2,2,0.50,14.51,-7.25,28.56,2.14,14.70,50.59,35.69,50.196,138.26,-4.41,18.82,13,0.000
225095,14.81,15.29,-3.48,8,0.78,2179,0.00,0.00,0.8555,4.35,1.0000,33.01,34.00,18,19,0,2,2,2,0.50,14.51,-7.25,28.45,2.12,14.70,50.59,36.08,50.742,138.22,-4.42,18.82,13,0.000
225249,14.81,15.29,-3.61,8,0.78,2167,0.00,0.00,0.8105,4.35,1.0000,33.33,34.00,18,18,0,2,2,2,0.50,14.51,-7.25,27.57,2.12,14.70,50.59,36.47,51.074,138.24,-4.56,18.82,13,0.000
225403,14.59,15.29,-3.03,8,0.77,2193,0.00,0.00,0.8120,4.35,1.0000,33.64,34.50,18,18,0,2,2,2,0.50,14.51,-7.25,29.12,2.14,14.70,50.59,36.47,50.674,138.18,-3.98,18.43,13,0.122
225558,14.47,15.29,-3.19,8,0.78,2179,0.00,0.00,0.8120,4.35,1.0000,33.22,34.00,18,18,0,2,2,2,0.50,14.51,-7.25,28.67,2.14,14.70,51.37,36.47,51.000,133.96,-4.14,18.82,13,0.000
225711,14.47,15.29,-3.22,8,0.77,2189,0.00,0.00,0.8060,4.35,1.0000,33.84,34.50,18,19,0,2,2,2,0.50,14.51,-7.25,28.45,2.14,14.70,51.37,35.29,51.018,133.94,-4.17,18.43,13,0.000
225866,14.36,15.29,-3.10,8,0.77,2210,0.00,0.00,0.8490,4.35,1.0000,33.79,34.50,19,19,0,2,2,2,0.50,14.51,-7.25,28.67,2.12,14.70,50.98,36.47,51.270,138.14,-4.04,18.43,13,0.122
226020,14.47,15.29,-3.08,8,0.77,2198,0.00,0.00,0.8090,4.35,1.0000,33.76,34.50,19,19,0,2,2,2,0.50,14.51,-7.25,30.57,2.12,14.70,51.37,36.08,51.826,129.65,-4.03,18.43,13,0.000
226175,14.59,14.90,-2.72,8,0.76,2204,0.00,0.00,0.8230,4.35,1.0000,34.67,35.00,19,18,0,2,2,2,0.50,14.51,-7.25,27.79,2.12,14.70,51.37,35.69,52.104,129.63,-3.67,18.04,13,0.000
226328,14.47,14.90,-2.75,8,0.75,2235,0.00,0.00,0.8145,4.10,1.0000,34.85,35.50,19,19,0,2,2,2,0.50,14.51,-7.25,27.90,2.12,14.70,52.16,35.69,52.085,129.60,-3.69,18.04,13,0.000
226483,14.59,14.90,-2.50,8,0.75,2241,0.00,0.00,0.8105,4.10,1.0000,34.88,35.00,18,18,0,2,2,2,0.50,14.51,-7.25,28.01,2.12,14.70,52.16,35.29,51.776,129.52,-3.45,18.04,13,0.000
226636,14.59,14.90,-2.45,8,0.75,2230,0.00,0.00,0.8420,4.10,1.0000,35.22,35.50,18,19,0,2,2,2,0.50,14.51,-7.25,25.89,2.12,14.70,52.55,35.29,52.015,129.55,-3.70,18.04,13,0.000
226790,14.47,14.90,-2.15,8,0.75,2238,0.00,0.00,0.8060,4.35,1.0000,35.39,35.50,18,19,0,2,2,2,0.50,14.51,-7.25,28.90,2.14,14.70,52.55,35.69,52.214,129.52,-3.09,18.04,13,0.000
226944,14.47,14.90,-2.52,8,0.76,2255,0.00,0.00,0.8305,4.35,1.0000,34.78,35.50,18,19,0,2,2,2,0.50,14.51,-7.25,28.34,2.12,14.70,52.94,35.69,52.355,129.51,-3.47,18.43,13,-0.122
227098,14.47,14.51,-2.19,8,0.75,2268,0.00,0.00,0.8180,4.35,1.0000,35.36,35.50,19,19,0,2,2,2,0.50,14.51,-7.25,27.26,2.10,14.70,52.55,36.08,52.562,120.85,-3.13,17.65,13,0.000
227252,14.36,14.90,-2.33,8,0.73,2258,0.00,0.00,0.8070,4.10,1.0000,36.15,36.50,19,19,0,2,2,2,0.00,14.51,-7.25,27.47,2.10,14.70,52.94,36.08,52.763,125.17,-3.28,17.65,13,0.000
227406,14.36,14.90,-1.76,8,0.72,2268,0.00,0.00,0.8485,4.10,1.0000,36.45,37.00,19,19,0,2,2,2,0.50,14.51,-7.25,28.67,2.14,14.70,52.55,36.08,52.867,125.13,-3.19,17.65,13,0.122
227560,14.59,14.90,-1.70,8,0.74,2278,0.00,0.00,0.8080,4.10,1.0000,36.07,36.50,19,19,0,2,2,2,0.50,14.51,-7.25,28.67,2.14,14.70,53.73,36.47,53.159,129.39,-2.65,18.04,13,0.000
227714,14.70,15.29,-1.72,8,0.75,2306,0.00,0.00,0.8040,4.10,1.0000,35.71,36.50,19,18,0,2,2,2,0.50,14.51,-7.25,31.11,2.20,14.70,53.73,38.04,53.386,142.24,-2.66,18.82,13,0.000
227869,14.81,15.69,-1.16,8,0.78,2316,0.00,0.00,0.8125,4.35,1.0000,34.51,35.50,19,19,0,2,2,2,1.00,14.51,-7.25,31.70,2.20,14.70,54.12,38.82,53.481,155.09,-2.10,19.61,13,0.000
228024,14.81,16.08,-1.01,8,0.81,2328,0.00,0.00,0.8210,4.61,1.0000,33.49,34.50,20,19,0,2,2,2,1.00,14.51,-7.25,32.05,2.20,14.70,54.12,40.39,53.702,150.82,-1.96,20.39,13,0.000
228178,14.59,16.08,-0.99,8,0.82,2338,0.00,0.00,0.8210,4.61,1.0000,33.19,34.00,21,19,0,2,2,2,1.00,14.51,-7.25,31.70,2.20,14.70,54.12,40.39,54.302,150.80,-1.94,20.00,13,-0.122
228332,14.36,16.08,-0.96,8,0.82,2348,0.00,0.00,0.8090,4.61,1.0000,33.50,34.50,21,19,0,2,2,2,1.00,14.51,-7.25,31.93,2.20,14.70,54.51,40.78,54.619,142.14,-1.91,20.00,13,0.000
228486,14.36,15.29,-1.01,8,0.81,2354,0.00,0.00,0.8140,4.61,1.0000,34.11,35.00,21,20,0,2,2,2,1.00,14.51,-7.25,30.00,2.16,14.70,54.51,39.22,54.466,124.81,-1.96,19.22,13,-0.122
228640,14.36,14.12,-0.59,8,0.77,2364,0.00,0.00,0.8117,4.35,1.0000,36.23,36.50,21,20,0,2,2,2,0.50,14.51,-7.25,26.85,2.10,14.70,55.29,37.65,54.553,107.56,-1.54,17.65,13,0.000
228794,14.24,12.55,-0.54,8,0.71,2362,0.00,0.00,0.8040,4.10,1.0000,38.54,38.50,21,21,0,2,2,2,0.00,14.51,-7.25,21.27,1.96,14.70,55.29,38.43,54.755,77.10,-1.49,15.69,13,-0.244
228948,14.36,11.37,-1.05,8,0.60,2370,0.00,0.00,0.8125,3.58,1.0000,38.92,39.00,20,21,0,2,2,2,0.00,14.51,-7.25,16.33,1.82,14.70,55.69,38.04,55.421,41.12,-1.99,13.73,13,-0.244
229102,14.36,7.84,-1.15,8,0.48,2373,0.00,0.00,0.8180,3.07,1.0000,39.96,40.00,18,20,0,2,2,2,0.00,14.51,-7.25,13.15,1.68,14.70,55.29,38.43,55.494,34.42,-2.10,11.37,13,-0.122
229256,14.47,7.06,-1.13,8,0.38,2372,0.00,0.00,0.8135,2.56,1.0000,37.70,38.50,17,19,0,2,2,2,0.00,14.51,-7.25,13.24,1.70,14.70,54.90,38.04,55.081,33.27,-2.08,10.98,13,0.000
229410,14.93,7.06,-0.89,8,0.35,2341,0.00,0.00,0.8017,2.30,1.0000,35.53,36.00,16,18,0,2,2,2,0.00,14.51,-7.25,13.06,1.68,14.70,55.69,38.04,55.017,33.86,-1.84,10.98,13,0.000
229563,15.50,7.84,-0.65,8,0.33,2349,0.00,0.00,0.8060,2.30,1.0000,34.60,34.50,16,16,0,2,2,2,0.00,14.51,-7.25,12.99,1.68,14.70,55.29,38.43,55.547,36.74,-1.60,10.98,13,0.000
229717,15.96,8.24,-1.21,8,0.33,2351,0.00,0.00,0.8280,2.30,1.0000,34.81,34.50,15,15,0,2,2,2,0.00,14.51,-7.25,14.27,1.72,14.70,55.69,38.04,55.414,37.88,-2.16,10.98,13,0.000
229872,15.85,8.24,-1.21,8,0.35,2352,0.00,0.00,0.8105,2.56,1.0000,36.34,36.00,15,14,0,2,2,2,0.00,14.51,-7.25,14.82,1.74,14.70,54.90,38.43,55.604,42.47,-2.16,11.37,13,-0.122
230025,15.50,10.20,-0.45,8,0.36,2352,0.00,0.00,0.8125,2.56,1.0000,37.65,37.50,15,14,0,2,2,2,0.00,14.51,-7.25,17.58,1.84,14.70,54.90,38.04,55.029,59.85,-2.06,11.37,13,0.366
230179,14.81,10.98,-0.62,8,0.41,2344,0.00,0.00,0.8237,2.82,1.0000,40.13,40.00,15,14,0,2,2,2,0.00,14.51,-7.25,18.57,1.88,14.70,55.69,38.04,55.225,68.59,-1.57,13.33,13,0.122
230334,14.81,12.55,-0.57,8,0.46,2353,0.00,0.00,0.8060,3.07,1.0000,39.31,39.50,15,14,0,2,2,2,0.00,14.51,-7.25,25.23,2.06,14.70,55.69,38.43,55.486,98.80,-1.51,14.51,13,0.244
230487,14.47,13.33,-0.38,8,0.56,2348,0.00,0.00,0.8105,3.58,1.0000,38.61,38.50,16,15,0,2,2,2,0.00,14.51,-7.25,28.01,2.12,14.70,55.29,38.43,55.531,116.06,-1.33,16.47,13,0.122
230641,14.47,14.51,-0.42,8,0.66,2345,0.00,0.00,0.8305,4.10,1.0000,38.57,38.50,17,16,0,2,2,2,0.00,14.51,-7.25,30.55,2.18,14.70,55.69,37.65,54.932,133.39,-1.37,18.04,13,0.000
230795,14.13,15.29,-0.66,8,0.73,2365,0.00,0.00,0.8105,4.35,1.0000,36.91,37.50,17,16,0,2,2,2,0.50,14.51,-7.25,30.55,2.18,14.70,55.69,39.22,55.648,142.06,-1.26,19.22,13,0.000
230949,14.13,15.29,-0.63,8,0.76,2367,0.00,0.00,0.8405,4.35,1.0000,35.54,36.50,18,17,0,2,2,2,0.50,14.51,-7.25,30.88,2.18,14.70,54.90,40.78,55.690,133.38,-1.57,19.61,13,0.000
231104,14.36,14.90,-0.71,8,0.78,2367,0.00,0.00,0.8037,4.35,1.0000,35.53,36.00,19,18,0,2,2,2,0.50,14.51,-7.25,28.23,2.14,14.70,55.29,38.04,55.058,120.37,-1.66,19.22,13,0.000
231257,14.24,14.51,-0.21,8,0.74,2380,0.00,0.00,0.8090,4.35,1.0000,37.30,37.50,21,20,0,2,2,2,0.50,14.51,-7.25,28.90,2.14,14.70,54.90,38.04,55.129,124.66,-1.16,17.65,13,0.000
231411,14.13,14.51,-0.35,8,0.73,2370,0.00,0.00,0.8115,4.10,1.0000,37.22,37.50,21,21,0,2,2,2,0.50,14.51,-7.25,30.35,2.12,14.70,55.69,38.43,55.338,107.34,-1.30,18.43,13,0.000
231565,14.59,13.33,-0.75,8,0.71,2374,0.00,0.00,0.8005,4.10,1.0000,38.55,38.50,20,21,0,2,2,2,0.00,14.51,-7.25,23.18,2.06,14.70,55.69,38.43,55.622,103.06,-1.35,16.86,13,-0.122
231719,14.24,13.33,-0.70,8,0.67,2374,0.00,0.00,0.8085,3.84,1.0000,39.01,39.00,20,21,0,2,2,2,0.00,14.51,-7.25,26.75,2.08,14.70,55.29,38.43,55.769,116.05,-1.65,16.47,13,0.000
231873,14.36,14.12,-0.70,8,0.68,2371,0.00,0.00,0.8150,3.84,1.0000,39.00,39.00,19,20,0,2,2,2,0.00,14.51,-7.25,27.57,2.10,14.70,55.29,38.04,55.181,107.41,-1.65,17.65,13,0.000
232027,14.81,14.12,-0.26,8,0.69,2359,0.00,0.00,0.8155,3.84,1.0000,39.06,39.00,18,19,0,2,2,2,0.00,14.51,-7.25,26.75,2.08,14.70,55.69,38.04,55.230,107.38,-1.20,16.86,13,0.000
232181,14.47,14.51,-0.64,8,0.68,2359,0.00,0.00,0.8130,3.84,1.0000,38.99,39.00,18,18,0,2,2,2,0.00,14.51,-7.25,29.23,2.14,14.70,55.69,38.04,55.219,120.38,-1.59,16.86,13,0.244
232335,14.47,14.12,-0.39,8,0.71,2353,0.00,0.00,0.8230,4.10,1.0000,38.32,38.50,18,18,0,2,2,2,0.00,14.51,-7.25,26.23,2.08,14.70,55.29,38.04,55.181,103.08,-1.64,18.04,13,-0.244
232488,14.47,13.33,-0.36,8,0.69,2358,0.00,0.00,0.8340,4.10,1.0000,38.98,39.00,18,18,0,2,2,2,0.00,14.51,-7.25,28.10,2.06,14.70,55.69,38.04,55.074,107.38,-1.31,16.47,13,0.000
232642,14.13,13.73,-0.40,8,0.67,2354,0.00,0.00,0.8100,3.84,1.0000,39.01,39.00,19,19,0,2,2,2,0.00,14.51,-7.25,26.95,2.10,14.70,55.69,38.43,55.587,107.40,-1.34,16.86,13,0.122
232796,14.47,13.73,-0.72,8,0.68,2354,0.00,0.00,0.8147,3.84,1.0000,38.69,38.50,18,18,0,2,2,2,0.00,14.51,-7.25,26.75,2.10,14.70,55.29,38.43,55.594,103.06,-1.67,16.86,13,0.000
232951,14.70,13.73,-0.66,8,0.68,2357,0.00,0.00,0.8050,3.84,1.0000,38.70,38.50,18,18,0,2,2,2,0.00,14.51,-7.25,26.75,2.10,14.70,55.29,38.04,55.534,111.60,-1.61,16.86,13,0.000
233104,14.70,14.12,-0.29,8,0.68,2375,0.00,0.00,0.8180,3.84,1.0000,38.71,38.50,18,18,0,2,2,2,0.00,14.51,-7.25,29.78,2.16,14.70,55.29,38.04,55.088,124.63,-1.24,16.86,13,0.366
233258,14.59,14.51,-0.22,8,0.72,2378,0.00,0.00,0.8480,4.10,1.0000,37.20,38.00,18,18,0,2,2,2,0.50,14.51,-7.25,28.44,2.18,14.70,55.69,38.04,55.140,128.96,-1.17,18.43,13,0.000
233412,14.59,14.90,-0.27,8,0.76,2378,0.00,0.00,0.8205,4.35,1.0000,36.24,37.00,19,18,0,2,2,2,0.50,14.51,-7.25,30.22,2.18,14.70,55.69,38.43,55.651,133.30,-1.22,18.82,13,0.000
233566,14.24,15.29,-0.55,8,0.76,2381,0.00,0.00,0.8130,4.35,1.0000,36.07,36.50,20,19,0,2,2,2,0.50,14.51,-7.25,30.66,2.18,14.70,55.29,39.22,55.838,128.94,-1.50,19.22,13,0.000
233720,14.36,14.51,-0.16,8,0.77,2382,0.00,0.00,0.8205,4.35,1.0000,36.07,36.50,20,20,0,2,2,2,0.50,14.51,-7.25,30.46,2.12,14.70,55.29,38.43,55.376,115.90,-1.11,18.82,13,-0.244
233874,14.47,14.12,-0.52,8,0.73,2384,0.00,0.00,0.8140,4.10,1.0000,38.24,38.50,21,20,0,2,2,2,0.00,14.51,-7.25,26.75,2.08,14.70,55.69,38.43,55.810,102.86,-1.46,17.65,13,0.000
234028,14.24,12.94,-0.56,8,0.69,2389,0.00,0.00,0.8375,3.84,1.0000,39.17,39.00,21,21,0,2,2,2,0.00,14.51,-7.25,21.91,1.96,14.70,55.29,38.43,55.863,72.60,-1.51,16.47,13,-0.244
234182,14.24,10.20,-0.83,8,0.59,2360,0.00,0.00,0.8105,3.58,1.0000,39.04,39.00,19,21,0,2,2,2,0.00,14.51,-7.25,17.85,1.78,14.70,55.29,38.04,55.277,42.36,-1.78,12.94,13,-0.366
234336,13.90,8.24,-0.52,8,0.46,2357,0.00,0.00,0.8155,2.82,1.0000,40.06,40.00,18,20,0,2,2,2,0.00,14.51,-7.25,13.43,1.70,14.70,55.69,38.04,55.223,34.04,-1.47,11.37,13,-0.244
234489,14.24,5.88,-0.57,8,0.38,2346,0.00,0.00,0.8260,2.56,1.0000,37.67,38.50,17,18,0,2,2,2,0.00,14.51,-7.25,11.78,1.64,14.70,55.69,38.43,55.585,25.58,-1.52,10.98,13,-0.122
234644,14.81,5.49,-1.31,8,0.33,2339,0.00,0.00,0.8010,2.30,1.0000,33.00,34.00,16,17,0,2,2,2,0.00,14.51,-7.25,10.49,1.58,14.70,55.69,38.04,55.448,23.05,-2.26,9.41,13,0.000
234798,15.04,4.31,-1.62,8,0.29,2328,0.00,0.00,0.8485,2.05,1.0000,30.29,30.50,15,16,0,2,2,2,0.00,14.51,-7.25,9.78,1.54,14.70,54.90,38.04,55.241,17.08,-2.57,9.41,13,0.000
234952,15.50,3.53,-1.37,8,0.26,2322,0.00,0.00,0.8200,2.05,1.0000,27.77,28.50,15,15,0,2,2,2,0.00,14.51,-7.25,8.73,1.48,14.70,54.51,37.65,54.692,17.20,-2.56,7.45,13,0.000
235106,15.73,3.53,-1.89,8,0.24,2304,0.00,0.00,0.8010,1.79,1.0000,25.67,26.00,15,14,0,2,2,2,0.00,14.51,-7.25,8.80,1.50,14.70,54.90,37.25,54.248,19.61,-2.84,7.45,13,0.000
235259,15.85,4.31,-1.23,8,0.23,2324,0.00,0.00,0.8105,1.79,1.0000,25.68,25.50,14,14,0,2,2,2,0.00,14.51,-7.25,9.54,1.52,14.70,54.51,38.04,55.056,23.00,-2.17,7.84,13,0.122
235414,16.08,5.49,-2.70,8,0.24,2297,0.00,0.00,0.8205,1.79,1.0000,26.95,26.50,15,14,0,2,2,2,0.00,14.51,-7.25,10.84,1.60,14.70,54.90,37.25,54.464,24.33,-3.64,9.02,13,-0.122
235567,16.08,5.88,-2.17,8,0.26,2285,0.00,0.00,0.8180,2.05,1.0000,28.76,28.50,14,14,0,2,2,2,0.00,14.51,-7.25,11.06,1.60,14.70,53.73,37.25,54.405,27.93,-3.12,9.41,13,0.000
235721,15.50,6.27,-2.21,8,0.28,2312,0.00,0.00,0.8105,2.30,1.0000,30.12,30.00,14,14,0,2,2,2,0.00,14.51,-7.25,12.01,1.64,14.70,54.12,36.47,53.416,31.99,-3.91,9.80,13,0.000
235875,14.47,6.27,-3.18,8,0.30,2295,0.00,0.00,0.8237,2.30,1.0000,32.00,31.50,14,14,0,2,2,2,0.00,14.51,-7.25,12.01,1.64,14.70,54.12,36.86,53.509,30.39,-4.13,10.59,13,0.000
236029,14.01,6.27,-3.51,8,0.31,2287,0.00,0.00,0.8230,2.30,1.0000,32.24,32.00,14,14,0,2,2,2,0.00,14.51,-7.25,12.13,1.64,14.70,53.33,36.08,52.932,30.26,-4.46,10.20,13,0.000
236183,13.78,6.27,-3.23,8,0.31,2275,0.00,0.00,0.8050,2.30,1.0000,31.98,32.00,14,14,0,2,2,2,0.00,14.51,-7.25,11.89,1.64,14.70,52.94,36.08,52.720,31.54,-4.18,10.20,13,0.000
236337,13.55,6.67,-3.98,8,0.31,2241,0.00,0.00,0.8405,2.30,1.0000,31.95,32.00,13,14,0,2,2,2,0.00,14.51,-7.25,11.67,1.62,14.70,53.33,35.69,53.183,33.01,-4.93,10.20,13,0.122
236491,13.78,7.06,-3.82,8,0.31,2230,0.00,0.00,0.8180,2.30,1.0000,31.93,32.00,10,13,0,2,2,2,0.00,14.51,-7.25,11.83,1.64,14.70,52.55,35.69,52.353,34.29,-5.04,10.20,13,0.000
236645,14.24,7.45,-4.45,8,0.31,2240,0.00,0.00,0.8140,2.30,1.0000,31.93,32.00,7,11,0,2,2,2,0.00,14.51,-7.25,11.67,1.62,14.70,52.55,35.69,52.506,35.55,-5.39,10.20,13,0.000
