Time (msec),A/F Sensor #1 (AFR),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (4-byte)* (psi absolute),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Open Loop Map Enrichment (2-byte)** (estimated AFR),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Plate Opening Angle (4-byte)* (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%)
81948,14.59,1.35,8,0.22,2991,0.00,0.00,0.8155,1.79,1.0000,33.68,33.50,1,1,0,1,0,0,0.00,14.52,10.75,1.60,14.70,65.49,54.51,65.340,20.21,0.39,5.91,13,0.000
82112,14.59,1.99,8,0.22,3000,0.00,0.00,0.8180,1.79,1.0000,33.49,34.00,1,1,0,1,0,0,0.00,14.53,11.14,1.60,14.70,65.49,54.12,65.339,20.13,0.97,5.92,13,0.000
82275,14.59,1.75,8,0.24,2992,0.00,0.00,0.8155,1.79,1.0000,34.62,34.00,1,1,0,1,0,0,0.00,14.53,13.62,1.66,14.70,65.49,54.12,65.312,29.60,0.77,8.97,13,0.000
82438,14.81,3.06,8,0.27,3048,0.00,0.00,0.8355,2.05,1.0000,36.21,35.50,1,1,0,1,0,0,0.00,14.52,16.64,1.72,14.70,65.49,54.51,65.303,44.10,1.63,11.12,89,0.000
82601,15.27,3.90,8,0.40,3010,0.00,0.00,0.8180,2.56,1.0000,41.36,39.50,2,1,0,1,0,0,0.00,14.53,25.12,2.00,14.70,65.10,54.90,65.296,84.75,0.74,14.48,89,0.366
82764,15.73,5.01,8,0.51,2990,0.00,0.00,0.8205,3.33,1.0000,38.92,38.50,2,2,0,1,0,0,0.00,14.52,27.36,2.10,14.70,65.10,54.90,65.259,89.13,4.44,15.40,89,0.000
82926,13.90,5.71,8,0.55,3061,0.00,0.00,0.8230,3.58,1.0000,38.07,37.50,2,2,0,1,0,0,0.00,14.52,31.58,2.10,14.70,65.10,65.10,65.232,124.84,4.76,16.94,217,0.488
83089,14.13,8.28,8,0.66,3089,0.00,0.00,0.8255,4.10,1.0000,35.89,35.50,4,4,0,1,0,0,1.00,14.52,36.71,2.28,14.70,65.10,65.10,65.195,161.52,7.17,19.39,217,0.488
83252,14.59,11.54,8,0.75,3091,0.00,0.00,0.8355,4.61,1.0000,34.91,34.50,7,8,0,1,0,0,1.50,14.47,40.27,2.38,14.70,65.10,65.10,65.151,197.68,10.60,23.97,217,0.000
83415,14.59,12.68,8,0.79,3087,0.00,0.00,0.8330,4.86,1.0000,34.68,33.50,11,12,0,1,0,0,1.00,14.61,43.09,2.38,14.70,65.10,65.10,65.050,223.78,10.79,26.11,217,0.122
83578,14.70,13.52,8,0.83,3164,0.00,0.00,0.8230,5.12,1.0000,34.37,32.50,16,17,0,1,0,0,0.50,14.52,43.98,2.44,14.70,65.10,65.10,64.996,220.22,12.20,26.72,217,-0.244
83741,14.24,13.71,8,0.82,3263,0.00,0.00,0.8580,5.12,1.0000,34.41,32.50,21,21,0,1,0,0,0.00,14.47,44.29,2.44,14.70,64.71,64.71,64.923,216.87,12.22,25.81,217,0.000
83904,14.47,14.23,8,0.84,3263,0.00,0.00,0.8305,5.12,1.0000,34.40,32.50,23,24,0,1,0,0,0.00,14.53,46.46,2.46,14.70,64.71,64.31,64.638,221.79,13.04,26.42,217,0.000
84067,14.70,14.99,8,0.87,3311,0.00,0.00,0.8205,5.12,1.0000,33.36,32.50,23,25,0,1,0,0,0.00,14.53,49.40,2.50,14.70,64.31,64.31,64.413,237.02,13.42,28.25,217,0.000
84230,14.70,15.17,8,0.90,3290,0.00,0.00,0.8405,5.38,1.0000,31.32,30.00,23,24,0,1,0,0,0.00,14.53,50.96,2.54,14.70,63.92,63.92,63.947,256.61,14.36,30.09,217,0.000
84393,14.47,15.77,8,0.92,3430,0.00,0.00,0.8280,5.63,1.0000,30.04,28.50,22,23,0,1,0,0,0.00,14.47,52.72,2.54,14.70,63.53,63.53,63.702,266.51,14.82,35.30,217,0.000
84556,14.47,15.90,8,0.93,3408,0.00,0.00,0.8305,5.63,1.0000,29.69,28.00,21,21,0,1,0,0,0.00,14.55,51.28,2.56,14.70,63.14,63.14,63.327,270.78,15.05,37.40,217,0.000
84720,14.59,16.52,8,0.94,3414,0.00,0.00,0.8105,5.63,1.0000,29.05,27.50,21,20,0,1,0,0,0.00,14.53,54.65,2.58,14.70,63.14,63.14,63.191,272.04,15.57,38.60,217,0.000
84881,14.59,16.98,8,0.95,3567,0.00,0.00,0.8205,5.63,1.0000,28.31,27.00,20,20,0,1,0,0,0.00,14.53,58.50,2.60,14.70,62.75,62.35,62.895,277.41,15.55,41.59,217,0.000
85044,14.36,17.11,8,0.96,3568,0.00,0.00,0.8380,5.89,1.0000,27.44,26.00,20,18,0,1,0,0,0.50,14.52,58.03,2.62,14.70,62.35,61.96,62.512,280.60,16.01,43.09,217,0.000
85208,14.24,17.67,8,0.97,3642,0.00,0.00,0.8430,5.89,1.0000,27.17,25.50,19,18,0,1,0,0,0.50,14.52,58.35,2.66,14.70,61.96,61.96,62.068,277.89,16.63,42.79,217,0.000
85371,14.24,17.67,8,0.97,3707,0.00,0.00,0.8628,5.89,1.0000,27.65,26.00,18,17,0,1,0,0,0.50,14.47,59.37,2.66,14.70,61.96,61.57,61.873,277.87,16.73,42.49,217,0.000
85534,14.13,17.65,8,0.97,3677,0.00,0.00,0.8330,5.63,1.0000,27.57,26.00,18,17,0,1,0,0,0.50,14.52,60.25,2.66,14.70,61.57,61.57,61.648,278.64,16.73,42.79,217,0.122
85697,14.13,17.66,8,0.98,3774,0.00,0.00,0.8330,5.63,1.0000,27.13,26.00,17,16,0,1,0,0,0.50,14.52,61.84,2.70,14.70,61.18,61.18,61.343,284.17,16.73,45.79,217,0.244
85859,14.13,17.66,8,1.01,3739,0.00,0.00,0.8652,5.89,1.0000,26.08,25.50,17,16,0,1,0,0,1.00,14.52,63.77,2.70,14.70,61.18,61.18,61.195,294.03,16.73,49.98,217,0.000
86022,14.13,17.66,8,1.01,3786,0.00,0.00,0.8205,5.89,1.0000,26.48,25.00,16,15,0,1,0,0,1.00,14.52,65.98,2.72,14.70,60.78,60.78,60.967,294.36,16.73,50.58,217,0.000
86185,14.01,17.67,8,1.01,3864,0.00,0.00,0.8430,5.63,1.0000,26.71,26.00,16,15,0,1,0,0,1.00,14.52,65.18,2.74,14.70,60.78,60.39,60.655,297.79,16.73,52.67,217,0.122
86348,14.24,17.66,8,1.02,3914,0.00,0.00,0.8205,5.63,1.0000,26.75,26.00,15,15,0,1,0,0,1.00,14.53,67.52,2.76,14.70,60.39,60.39,60.217,299.52,16.73,54.17,217,0.122
86511,14.36,17.67,8,1.02,3935,0.00,0.00,0.8280,5.63,1.0000,26.76,26.50,15,14,0,1,0,0,1.50,14.53,68.84,2.78,14.70,60.00,60.00,60.201,299.55,16.73,55.37,217,-0.122
86674,14.36,17.66,8,1.04,3992,0.00,0.00,0.8405,5.89,1.0000,26.86,27.00,14,14,0,1,0,0,1.50,14.53,69.80,2.80,14.70,59.61,59.61,59.727,300.60,16.73,56.27,217,0.000
86837,14.36,17.66,8,1.04,4037,0.00,0.00,0.8330,5.89,1.0000,26.55,26.50,14,14,0,1,0,0,1.50,14.61,71.91,2.82,14.70,59.22,59.22,59.643,301.05,16.73,56.87,217,0.000
87000,14.47,17.66,8,1.07,4104,0.00,0.00,0.8480,5.89,1.0000,25.56,26.00,13,13,0,1,0,0,1.50,14.52,72.03,2.84,14.70,59.22,59.22,59.349,302.58,16.73,58.06,217,0.122
87163,14.36,17.66,8,1.09,4186,0.00,0.00,0.8305,6.14,1.0000,24.39,24.50,13,12,0,1,0,0,2.00,14.55,76.99,2.88,14.70,58.82,58.43,59.098,304.11,16.73,59.86,217,0.122
87327,14.24,17.66,8,1.12,4224,0.00,0.00,0.8405,6.40,1.0000,22.99,23.50,12,12,0,1,0,0,2.50,14.53,80.16,2.92,14.70,58.43,58.43,58.596,307.19,16.73,62.56,217,0.000
87489,14.01,17.66,8,1.14,4312,0.00,0.00,0.8355,6.40,1.0000,22.46,23.00,11,12,0,1,0,0,2.50,14.53,83.78,2.94,14.70,58.43,58.04,58.423,308.30,16.73,64.05,217,0.000
87652,13.67,17.65,10,1.18,4373,0.00,0.00,0.8280,6.66,1.0000,21.99,23.00,11,11,0,1,0,0,3.00,14.53,86.97,2.98,14.70,58.04,57.65,57.890,309.36,16.73,65.85,217,0.000
87815,13.44,17.63,10,1.19,4445,0.00,0.00,0.8305,6.91,1.0000,21.68,23.00,10,10,0,1,0,0,3.00,14.55,87.36,3.02,14.03,57.65,57.65,57.510,310.93,16.67,67.35,217,0.000
87977,12.86,17.51,10,1.22,4560,0.00,0.00,0.8305,7.17,1.0000,21.29,23.50,10,10,0,1,0,0,3.50,14.53,93.89,3.04,13.46,57.25,56.86,57.465,313.53,16.57,71.24,217,0.000
88139,12.40,17.45,10,1.24,4557,0.00,0.00,0.8330,7.68,1.0000,21.01,23.00,9,10,0,1,0,0,4.00,14.53,96.12,3.08,12.71,56.86,56.86,56.834,315.74,16.50,73.94,217,0.000
88302,11.94,17.37,10,1.26,4688,0.00,0.00,0.8255,7.94,1.0000,20.60,23.00,9,8,0,1,0,0,4.00,14.47,98.60,3.14,12.37,56.47,56.47,56.727,317.33,16.43,78.43,217,0.122
88465,11.83,17.27,10,1.28,4794,0.00,0.00,0.8530,8.19,1.0000,19.95,23.00,8,7,0,1,0,0,4.50,14.52,103.45,3.14,12.07,56.08,56.08,56.272,321.51,16.37,83.52,713,0.732
88629,11.25,17.09,10,1.33,4817,0.00,0.00,0.8455,8.45,1.0000,19.33,23.00,7,8,0,1,0,0,5.00,14.53,108.32,3.20,11.90,55.69,55.29,55.999,327.98,16.26,91.60,701,0.488
88792,11.37,17.07,10,1.37,4873,0.00,0.00,0.8355,8.70,1.0000,19.91,22.50,7,7,0,1,0,0,5.00,14.52,114.20,3.24,11.83,55.29,55.29,55.331,329.04,16.14,91.90,872,5.493
88955,11.37,16.89,10,1.44,4966,0.00,0.00,0.8330,8.96,1.0000,18.79,22.50,6,6,0,1,0,0,5.50,14.55,122.74,3.30,11.82,54.90,54.90,55.097,343.44,16.06,103.88,872,0.122
89117,11.48,16.88,10,1.48,5033,0.00,0.00,0.8702,9.22,1.0000,19.58,23.00,6,7,0,1,0,0,5.50,14.55,126.38,3.34,11.79,54.51,54.12,54.687,361.79,15.98,113.17,872,-0.122
89280,11.48,16.67,10,1.52,5192,0.00,0.00,0.8355,9.47,1.0000,19.74,23.50,6,6,0,1,0,0,5.50,14.53,133.03,3.40,11.78,54.12,53.73,54.118,365.81,15.84,119.05,872,0.122
89443,11.37,16.63,10,1.55,5208,0.00,0.00,0.8480,9.73,1.0000,18.86,23.00,6,6,0,1,0,0,5.50,14.53,135.90,3.44,11.74,53.33,53.33,53.805,363.90,15.76,119.05,872,-0.122
89607,11.25,16.45,10,1.60,5324,0.00,0.00,0.8480,9.98,1.0000,17.78,22.00,5,5,0,1,0,0,5.50,14.56,145.16,3.50,11.68,53.33,52.94,53.250,359.78,15.63,119.05,872,0.000
89770,11.25,16.42,10,1.64,5397,0.00,0.00,0.8455,10.24,1.0000,16.60,20.50,5,4,0,1,0,0,5.50,14.61,151.04,3.54,11.66,52.55,52.55,52.934,355.76,15.50,119.05,872,0.000
89932,11.14,16.23,10,1.69,5493,0.00,0.00,0.8280,10.75,1.0000,15.49,19.50,5,4,0,1,0,0,5.00,14.53,156.19,3.58,11.48,52.16,51.76,52.017,349.01,15.33,119.05,872,0.000
90095,11.14,16.11,10,1.76,5614,0.00,0.00,0.8380,11.26,1.0000,13.97,18.00,4,4,0,1,0,0,5.00,14.60,168.45,3.64,11.37,51.37,51.37,51.654,344.79,15.19,119.05,872,0.000
90258,11.14,16.01,10,1.83,5790,0.00,0.00,0.8430,12.03,1.0000,13.94,17.00,4,4,0,1,0,0,5.00,14.53,177.57,3.68,11.14,50.98,50.59,51.106,341.92,15.11,119.05,872,0.122
90421,11.14,15.94,10,1.90,5798,0.00,0.00,0.8430,12.54,1.0000,13.87,17.00,3,3,0,1,0,0,5.00,14.61,186.81,3.76,11.09,50.59,50.20,50.540,316.67,14.95,116.14,872,-7.812
90584,11.14,15.76,10,1.78,5867,0.00,0.00,0.8530,12.54,1.0000,15.45,17.50,3,3,0,1,0,0,5.00,14.61,154.51,3.74,11.04,50.20,0.00,50.288,222.10,14.92,31.36,872,-1.343
90747,11.14,6.05,10,0.65,5691,0.00,0.00,0.8603,0.00,1.0000,35.38,13.00,3,3,0,1,0,0,4.50,14.55,16.11,2.62,11.41,50.20,0.00,49.897,0.00,4.89,0.00,872,0.000
90910,12.06,6.23,10,0.22,5488,0.00,0.00,0.8080,0.00,1.0000,29.68,12.00,3,3,0,1,0,0,0.00,14.55,16.21,1.80,14.70,51.76,0.00,51.426,0.00,5.19,0.00,872,0.000
91073,13.67,6.64,10,0.19,5161,0.00,0.00,0.8050,0.00,1.0000,23.95,6.00,3,3,0,1,0,0,0.00,14.56,16.29,1.82,14.70,52.94,0.00,52.934,0.00,5.56,0.00,872,0.122
91235,16.42,6.97,10,0.20,4826,0.00,0.00,0.8060,0.00,1.0000,23.95,4.00,3,3,0,1,0,0,0.00,14.55,16.74,1.82,14.70,54.90,0.00,54.442,0.00,5.86,0.00,872,0.122
91398,20.33,7.37,10,0.21,4568,0.00,0.00,0.8155,0.00,1.0000,23.95,4.00,2,2,0,1,0,0,0.00,14.55,16.06,1.82,14.70,56.08,0.00,55.958,0.00,6.29,0.00,872,0.000
91561,20.33,7.64,10,0.22,4110,0.00,0.00,0.8230,0.00,1.0000,23.95,4.00,2,3,0,1,0,0,0.00,14.55,14.46,1.78,14.70,58.43,0.00,57.522,0.00,6.73,0.00,872,-0.122
91724,20.33,7.65,10,0.21,3947,0.00,0.00,0.8230,0.00,1.0000,23.95,24.00,1,3,0,1,0,0,0.00,14.55,13.21,1.70,14.70,60.00,0.00,60.186,0.00,6.73,0.00,872,-0.122
91888,20.33,7.63,10,0.19,3967,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.55,11.78,1.66,14.70,60.39,0.00,60.198,0.00,6.73,0.00,872,-0.122
92050,20.33,7.65,10,0.18,3944,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.55,11.06,1.64,14.70,60.00,0.00,60.150,0.00,6.73,0.00,872,0.000
92213,20.33,7.63,10,0.17,3794,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,2,3,0,1,0,0,0.00,14.56,10.56,1.60,14.70,60.78,0.00,60.293,0.00,6.73,0.00,872,0.000
92377,20.33,7.65,10,0.16,3778,0.00,0.00,0.8555,0.00,1.0000,23.95,24.00,2,3,0,1,0,0,0.00,14.56,7.78,1.58,14.70,60.78,0.00,60.767,0.00,6.73,0.00,872,0.000
92539,20.33,7.64,10,0.16,3717,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.55,10.34,1.58,14.70,61.18,0.00,60.990,0.00,6.73,0.00,872,-0.122
92702,20.33,7.64,10,0.16,3687,0.00,0.00,0.8230,0.00,1.0000,23.95,24.00,1,2,0,1,0,0,0.00,14.57,9.56,1.56,14.70,61.57,0.00,61.349,0.00,6.73,0.00,872,0.000
92865,20.33,7.65,10,0.16,3607,0.00,0.00,0.8652,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.56,9.17,1.54,14.70,61.57,0.00,61.721,0.00,6.73,0.00,872,0.000
93028,20.33,7.62,10,0.15,3617,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.55,9.21,1.52,14.70,61.96,0.00,61.769,0.00,6.70,0.00,872,0.000
93191,20.33,6.89,10,0.15,3478,0.00,0.00,0.8180,0.00,1.0000,23.95,24.00,1,3,0,1,0,0,0.00,14.55,8.72,1.50,14.70,62.35,0.00,62.211,0.00,6.16,0.00,872,0.000
93354,20.33,6.85,10,0.15,3467,0.00,0.00,0.8105,0.00,1.0000,23.95,24.00,2,3,0,1,0,0,0.00,14.55,8.92,1.50,14.70,62.35,0.00,62.204,0.00,5.95,0.00,872,0.000
93517,20.33,6.52,10,0.16,3398,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,1,2,0,1,0,0,0.00,14.56,8.92,1.52,14.70,62.35,0.00,62.446,0.00,5.76,0.00,872,0.000
93680,20.33,6.06,10,0.15,3396,0.00,0.00,0.8305,0.00,1.0000,23.95,24.00,1,2,0,1,0,0,0.00,14.55,8.77,1.50,14.70,62.75,0.00,62.765,0.00,5.14,0.00,872,0.000
93842,20.33,5.92,10,0.16,3361,0.00,0.00,0.8180,0.00,1.0000,23.95,24.00,1,3,0,1,0,0,0.00,14.56,8.58,1.50,14.70,63.14,0.00,62.994,0.00,4.83,0.00,872,-0.122
94005,20.33,5.51,10,0.16,3328,0.00,0.00,0.8505,0.00,1.0000,23.95,24.00,1,2,0,1,0,0,0.00,14.56,8.92,1.50,14.70,63.14,0.00,62.994,0.00,4.49,0.00,872,0.000
94169,20.33,5.27,10,0.16,3293,0.00,0.00,0.8105,0.00,1.0000,23.95,24.00,1,3,0,1,0,0,0.00,14.55,8.58,1.50,14.70,63.14,0.00,63.347,0.00,4.23,0.00,872,0.000
94331,20.33,4.65,10,0.16,3320,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,1,2,0,1,0,0,0.00,14.55,8.77,1.50,14.70,63.53,0.00,63.487,0.00,4.07,0.00,872,0.000
94494,20.33,4.40,10,0.16,3216,0.00,0.00,0.8455,0.00,1.0000,23.95,24.00,1,3,0,1,0,0,0.00,14.57,8.48,1.50,14.70,63.92,0.00,63.566,0.00,3.86,0.00,872,0.000
94657,20.33,4.22,10,0.16,3140,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,1,2,0,1,0,0,0.00,14.55,8.33,1.48,14.70,63.92,0.00,63.938,0.00,3.21,0.00,872,0.000
94820,20.33,3.54,10,0.16,3145,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.57,8.43,1.50,14.70,63.92,0.00,63.935,0.00,2.62,0.00,872,0.000
94983,20.33,3.06,10,0.16,3193,0.00,0.00,0.8255,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.55,8.58,1.48,14.70,63.92,0.00,63.938,0.00,2.24,0.00,872,0.000
95146,20.33,2.97,10,0.16,3079,0.00,0.00,0.8205,0.00,1.0000,23.95,24.00,1,2,0,1,0,0,0.00,14.55,8.29,1.48,14.70,63.92,0.00,63.938,0.00,8.22,0.00,872,0.000
95309,20.33,2.79,10,0.16,3173,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.56,8.29,1.48,14.70,63.92,0.00,63.938,0.00,2.30,0.00,872,0.000
95472,20.33,3.07,10,0.16,3126,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.57,8.48,1.48,14.70,63.92,0.00,63.938,0.00,2.17,0.00,872,0.000
95635,20.33,3.01,10,0.16,3121,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.57,8.38,1.48,14.70,63.92,0.00,63.938,0.00,1.74,0.00,872,0.000
95797,20.33,2.90,10,0.16,3092,0.00,0.00,0.8205,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.57,8.16,1.50,14.70,63.92,0.00,63.938,0.00,1.59,0.00,872,0.000
95961,20.33,2.46,10,0.16,3116,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,1,1,0,1,0,0,0.00,14.57,8.33,1.48,14.70,63.92,0.00,63.938,0.00,1.96,0.00,872,0.000
96124,20.33,2.34,10,0.16,3082,0.00,0.00,0.8480,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.57,8.43,1.48,14.70,63.92,0.00,63.938,0.00,1.89,0.00,872,0.000
96287,20.33,2.69,10,0.16,3100,0.00,0.00,0.8230,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.55,8.12,1.50,14.70,63.92,0.00,63.938,0.00,1.85,0.00,872,0.000
96450,20.33,2.57,10,0.16,3133,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.57,8.43,1.48,14.70,63.92,0.00,63.938,0.00,1.40,0.00,872,0.122
96613,20.33,2.23,10,0.16,3130,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.57,8.33,1.48,14.70,63.92,0.00,63.938,0.00,1.33,0.00,872,0.000
96775,20.33,2.09,10,0.16,3024,0.00,0.00,0.8255,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.56,8.33,1.46,14.70,63.92,0.00,63.938,0.00,1.50,0.00,872,0.000
96939,20.33,2.34,10,0.16,3119,0.00,0.00,0.8105,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.56,8.38,1.48,14.70,63.92,0.00,63.938,0.00,1.43,0.00,872,0.000
97101,20.33,1.85,10,0.16,3046,0.00,0.00,0.8180,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.57,8.29,1.48,14.70,63.92,0.00,63.938,0.00,0.96,0.00,872,0.000
97264,20.33,1.78,10,0.16,3068,0.00,0.00,0.8480,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.57,8.20,1.46,14.70,63.92,0.00,63.938,0.00,1.25,0.00,872,-0.122
97427,20.33,2.08,10,0.16,3036,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.56,8.29,1.48,14.70,63.92,0.00,63.938,0.00,0.89,0.00,872,-0.122
97590,20.33,2.00,10,0.16,3032,0.00,0.00,0.8205,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.56,8.16,1.46,14.70,63.92,0.00,63.938,0.00,0.74,0.00,872,0.122
97753,20.33,1.89,10,0.16,3054,0.00,0.00,0.8430,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.57,8.29,1.48,14.70,63.92,0.00,63.938,0.00,1.08,0.00,872,0.122
97916,20.33,1.84,10,0.16,3046,0.00,0.00,0.8255,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.57,8.33,1.46,14.70,63.92,0.00,63.938,0.00,0.61,0.00,872,0.000
98080,20.33,1.39,10,0.16,3015,0.00,0.00,0.8330,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.56,8.07,1.46,14.70,63.92,0.00,63.938,0.00,0.93,0.00,872,0.000
98243,20.33,1.72,10,0.16,3016,0.00,0.00,0.8105,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.57,8.25,1.46,14.70,63.92,0.00,63.938,0.00,0.86,0.00,872,0.000
98405,20.33,1.22,10,0.16,3004,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.56,8.48,1.48,14.70,63.92,0.00,63.938,0.00,0.32,0.00,872,0.000
98568,20.33,1.49,10,0.16,2957,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,2,0,1,0,0,0.00,14.57,8.20,1.48,14.70,63.92,0.00,63.938,0.00,0.70,0.00,872,0.000
98731,20.33,1.14,10,0.16,2953,0.00,0.00,0.8205,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.57,8.07,1.46,14.70,63.92,0.00,63.938,0.00,0.24,0.00,872,0.000
98894,20.33,1.01,10,0.16,3013,0.00,0.00,0.8255,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.57,8.33,1.48,14.70,63.92,0.00,63.938,0.00,0.47,0.00,872,0.000
99056,20.33,1.30,10,0.16,3050,0.00,0.00,0.8205,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.56,8.20,1.46,14.70,63.92,0.00,63.938,0.00,-0.04,0.00,872,0.000
99219,20.33,1.18,10,0.16,2978,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.57,8.03,1.48,14.70,63.92,0.00,63.938,0.00,0.34,0.00,872,0.000
99383,20.33,1.06,10,0.16,2970,0.00,0.00,0.8530,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.57,8.12,1.46,14.70,63.92,0.00,63.938,0.00,-0.15,0.00,872,0.000
99545,20.33,1.02,10,0.16,2964,0.00,0.00,0.8105,0.00,1.0000,23.95,24.00,1,1,0,1,0,0,0.00,14.56,8.03,1.46,14.70,63.92,0.00,63.938,0.00,0.16,0.00,872,0.000
99709,20.33,0.52,10,0.16,2983,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,1,1,0,1,0,0,0.00,14.57,8.25,1.46,14.70,63.92,0.00,63.938,0.00,-0.36,0.00,872,0.000
99872,20.33,0.82,10,0.16,2979,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.57,8.16,1.46,14.70,63.92,0.00,63.938,0.00,-0.02,0.00,872,0.000
100034,20.33,0.34,10,0.16,2970,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,1,1,0,1,0,0,0.00,14.57,8.07,1.46,14.70,63.92,0.00,63.938,0.00,-0.49,0.00,872,0.000
100198,20.33,0.65,10,0.16,2902,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.56,7.99,1.46,14.70,63.92,0.00,63.938,0.00,-0.25,0.00,872,0.000
100360,20.33,0.56,10,0.16,2897,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.57,7.99,1.46,14.70,63.92,0.00,63.938,0.00,-0.36,0.00,872,0.000
100523,20.33,0.04,10,0.16,2889,0.00,0.00,0.8105,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.57,8.16,1.46,14.70,63.92,0.00,63.938,0.00,-0.86,0.00,872,0.000
100686,20.33,0.40,10,0.17,2882,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,2,1,0,1,0,0,0.00,14.57,8.03,1.46,14.70,63.92,0.00,63.938,1.50,-0.51,0.30,872,0.000
100849,20.33,0.37,10,0.17,2894,0.00,0.00,0.8155,1.79,1.0000,26.59,25.50,2,1,0,1,0,0,0.00,14.57,8.82,1.48,14.70,63.92,52.55,63.938,6.21,-0.42,1.63,872,0.122
101012,20.33,0.44,10,0.18,2888,0.00,0.00,0.8180,1.79,1.0000,29.39,28.50,1,1,0,1,0,0,0.00,14.57,9.41,1.54,14.70,63.92,52.55,63.938,4.31,-0.32,1.32,872,0.000
101175,20.33,0.23,10,0.19,2920,0.00,0.00,0.8105,2.05,1.0000,31.96,30.50,2,1,0,1,0,0,0.00,14.57,9.02,1.52,14.70,63.92,51.76,63.938,7.20,-0.66,1.32,872,0.000
