Time (msec),A/F Sensor #1 (AFR),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (4-byte)* (psi absolute),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Open Loop Map Enrichment (2-byte)** (estimated AFR),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Plate Opening Angle (4-byte)* (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%)
92539,14.01,17.72,8,1.13,4182,0.00,0.00,0.8155,6.40,1.0000,22.67,25.50,13,13,0,23,0,0,2.50,14.47,79.95,2.92,14.70,59.22,58.82,59.065,298.08,16.73,54.48,710,0.000
92703,14.13,17.71,8,1.15,4203,0.00,0.00,0.8280,6.40,1.0000,22.40,25.50,13,13,0,23,0,0,2.50,14.47,80.63,2.92,14.70,58.82,58.82,58.882,297.99,16.73,54.48,710,0.000
92866,14.13,17.72,8,1.17,4261,0.00,0.00,0.8060,6.40,1.0000,21.93,25.50,12,12,0,23,0,0,3.00,14.47,82.44,2.96,14.70,58.82,58.82,58.845,300.74,16.73,56.87,710,0.000
93028,14.13,17.72,8,1.18,4191,0.00,0.00,0.8105,6.66,1.0000,21.54,25.00,12,12,0,23,0,0,3.00,14.47,86.35,2.96,14.70,58.43,58.43,58.767,301.71,16.73,57.77,710,0.000
93191,13.44,17.72,10,1.21,4324,0.00,0.00,0.8037,6.91,1.0000,21.11,27.50,12,12,0,23,0,0,3.50,14.47,84.65,2.98,13.88,58.43,58.43,58.438,303.75,16.73,59.27,710,0.122
93354,12.98,17.72,10,1.23,4250,0.00,0.00,0.8060,7.17,1.0000,20.73,27.50,11,11,0,23,0,0,3.50,14.47,88.68,3.00,13.61,58.43,58.04,58.291,306.98,16.73,62.56,710,0.000
93517,12.63,17.72,10,1.25,4344,0.00,0.00,0.8027,7.42,1.0000,20.47,27.50,11,11,0,23,0,0,4.00,14.47,90.17,3.04,13.33,58.43,58.04,58.155,308.20,16.73,64.06,710,0.000
93680,12.40,17.72,10,1.26,4402,0.00,0.00,0.8480,7.68,1.0000,20.16,27.00,11,11,0,23,0,0,4.00,14.47,89.84,3.04,13.20,58.04,58.04,58.035,310.78,16.73,66.46,710,0.122
93843,12.29,17.72,10,1.28,4368,0.00,0.00,0.8080,7.94,1.0000,19.63,27.00,11,11,0,23,0,0,4.50,14.47,93.89,3.08,12.91,58.04,58.04,57.845,312.25,16.73,68.85,710,0.000
94006,12.06,17.69,10,1.31,4461,0.00,0.00,0.8060,7.94,1.0000,19.09,26.00,11,10,0,23,0,0,4.50,14.47,97.11,3.12,12.70,57.65,57.65,57.638,314.30,16.70,71.55,710,0.000
94169,11.94,17.65,10,1.33,4423,0.00,0.00,0.8027,8.19,1.0000,18.64,24.50,10,10,0,23,0,0,4.50,14.47,98.87,3.12,12.49,57.65,57.25,57.700,315.30,16.65,73.34,710,-0.122
94332,11.94,17.66,10,1.36,4514,0.00,0.00,0.8037,8.19,1.0000,18.10,22.50,10,10,0,23,0,0,4.50,14.47,101.82,3.14,12.44,57.65,57.25,57.534,316.29,16.67,74.54,710,0.122
94495,11.94,17.57,10,1.37,4452,0.00,0.00,0.8105,8.45,1.0000,17.90,23.00,9,9,0,23,0,0,5.00,14.47,103.72,3.16,12.28,57.25,57.25,57.397,316.83,16.58,75.74,710,0.000
94657,11.83,17.58,10,1.38,4487,0.00,0.00,0.8105,8.45,1.0000,17.51,22.50,9,9,0,23,0,0,5.00,14.47,105.34,3.18,12.24,57.25,57.25,57.181,317.45,16.59,76.94,710,0.000
94820,11.83,17.49,10,1.40,4606,0.00,0.00,0.8155,8.70,1.0000,17.17,22.50,9,9,0,23,0,0,5.00,14.47,107.24,3.20,12.11,56.86,56.86,57.162,318.05,16.50,78.43,710,0.122
94983,11.83,17.46,10,1.42,4551,0.00,0.00,0.8180,8.96,1.0000,16.93,22.00,8,10,0,23,0,0,5.00,14.47,108.59,3.20,12.03,56.86,56.86,56.732,318.64,16.48,79.63,710,0.000
95146,11.60,17.46,10,1.44,4610,0.00,0.00,0.8007,8.96,1.0000,16.66,22.00,8,10,0,23,0,0,5.00,14.47,111.30,3.24,12.04,56.86,56.86,56.845,318.76,16.49,79.93,710,0.000
95309,11.48,17.44,10,1.45,4609,0.00,0.00,0.8380,9.22,1.0000,16.55,22.00,9,9,0,23,0,0,5.00,14.47,111.05,3.24,11.97,56.47,56.47,56.682,318.57,16.47,80.23,710,0.000
95473,11.37,17.39,10,1.46,4708,0.00,0.00,0.8050,9.22,1.0000,16.33,21.50,8,9,0,23,0,0,5.50,14.47,114.20,3.26,11.94,56.47,56.47,56.506,317.98,16.41,80.23,710,-0.122
95636,11.37,17.36,10,1.48,4771,0.00,0.00,0.8180,9.22,1.0000,16.10,21.50,8,9,0,23,0,0,5.50,14.47,117.73,3.26,11.90,56.47,56.08,56.335,319.27,16.38,80.53,710,0.244
95799,11.37,17.31,10,1.51,4736,0.00,0.00,0.8080,9.47,1.0000,15.65,21.50,8,8,0,23,0,0,5.50,14.47,117.83,3.30,11.85,56.08,56.08,56.237,321.08,16.36,84.42,710,0.610
95961,11.14,17.29,10,1.54,4763,0.00,0.00,0.8205,9.73,1.0000,14.70,20.50,8,9,0,23,0,0,5.50,14.47,126.33,3.34,11.83,56.08,56.08,56.061,329.82,16.29,91.61,701,1.343
96124,11.25,17.19,10,1.63,4808,0.00,0.00,0.8130,10.24,1.0000,13.13,19.50,8,8,0,23,0,0,5.50,14.47,131.11,3.40,11.77,55.69,55.29,55.658,337.85,16.22,98.80,713,1.465
96287,11.14,17.17,10,1.69,4898,0.00,0.00,0.8180,10.50,1.0000,12.48,18.50,7,8,0,23,0,0,5.50,14.47,137.18,3.46,11.70,55.29,55.69,55.444,348.32,16.17,103.29,713,-0.122
96451,11.14,17.15,10,1.73,4875,0.00,0.00,0.8060,11.01,1.0000,12.12,18.00,7,8,0,23,0,0,5.50,14.47,141.21,3.46,11.54,55.69,54.90,55.542,368.74,16.20,114.07,713,0.000
96613,11.14,17.09,10,1.78,4867,0.00,0.00,0.8080,11.52,1.0000,11.77,17.50,7,8,0,23,0,0,5.50,14.47,147.58,3.54,11.45,55.29,55.29,55.075,368.31,16.09,119.46,713,-0.122
96776,11.14,16.62,10,1.64,4922,0.00,0.00,0.8230,11.52,1.0000,16.13,17.50,7,8,0,23,0,0,5.50,14.47,109.89,3.46,11.39,55.29,0.00,55.111,155.09,16.10,41.65,713,-4.028
96939,11.14,7.36,10,0.47,4680,0.00,0.00,0.8280,0.00,1.0000,36.19,15.50,6,7,0,23,0,0,0.00,14.47,17.66,2.04,12.77,56.08,0.00,54.810,0.00,6.29,0.00,713,0.000
97102,12.29,7.53,10,0.23,4528,0.00,0.00,0.7945,0.00,1.0000,30.25,13.00,2,6,0,23,0,0,0.00,14.47,14.39,1.78,14.70,56.86,0.00,56.312,0.00,6.39,0.00,713,0.000
97265,13.90,7.73,10,0.20,4168,0.00,0.00,0.7965,0.00,1.0000,24.54,7.00,2,3,0,23,0,0,0.00,14.47,13.84,1.72,14.70,58.04,0.00,58.169,0.00,6.73,0.00,713,0.000
97428,16.88,7.73,10,0.21,3912,0.00,0.00,0.8155,0.00,1.0000,23.95,4.00,2,2,0,23,0,0,0.00,14.47,13.08,1.72,14.70,59.61,0.00,59.255,0.00,6.73,0.00,713,0.000
97590,20.33,7.73,10,0.20,3691,0.00,0.00,0.7935,0.00,1.0000,23.95,4.00,1,3,0,23,0,0,0.00,14.47,12.03,1.66,14.70,60.78,0.00,60.625,0.00,6.73,0.00,713,0.000
97753,20.33,7.61,10,0.19,3638,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,1,2,0,23,0,0,0.00,14.47,11.00,1.62,14.70,61.96,0.00,61.629,0.00,6.62,0.00,713,-0.122
97916,20.33,7.73,10,0.18,3605,0.00,0.00,0.7988,0.00,1.0000,23.95,24.00,1,2,0,23,0,0,0.00,14.47,10.50,1.58,14.70,61.96,0.00,61.786,0.00,6.73,0.00,713,-0.122
98079,20.33,7.73,10,0.17,3621,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,1,2,0,23,0,0,0.00,14.49,9.80,1.58,14.70,61.57,0.00,61.902,0.00,6.73,0.00,713,-0.122
98242,20.33,7.63,10,0.16,3539,0.00,0.00,0.7965,0.00,1.0000,23.95,24.00,1,2,0,23,0,0,0.00,14.47,9.17,1.52,14.70,61.96,0.00,61.812,0.00,6.73,0.00,713,0.000
98405,20.33,7.62,10,0.15,3623,0.00,0.00,0.7965,0.00,1.0000,23.95,24.00,1,2,0,23,0,0,0.00,14.47,8.62,1.52,14.70,61.96,0.00,62.020,0.00,6.51,0.00,713,0.000
98568,20.33,7.47,10,0.15,3537,0.00,0.00,0.8280,0.00,1.0000,23.95,24.00,1,2,0,23,0,0,0.00,14.47,8.82,1.52,14.70,61.96,0.00,61.977,0.00,6.56,0.00,713,0.000
98731,20.33,7.28,10,0.15,3548,0.00,0.00,0.7988,0.00,1.0000,23.95,24.00,1,2,0,23,0,0,0.00,14.47,9.07,1.52,14.70,62.35,0.00,62.206,0.00,6.14,0.00,713,0.000
98894,20.33,6.90,10,0.15,3563,0.00,0.00,0.7955,0.00,1.0000,23.95,24.00,1,2,0,23,0,0,0.00,14.47,9.12,1.52,14.70,62.35,0.00,62.169,0.00,6.23,0.00,713,0.000
99057,20.33,6.89,10,0.15,3500,0.00,0.00,0.8430,0.00,1.0000,23.95,24.00,1,2,0,23,0,0,0.00,14.47,9.02,1.52,14.70,62.35,0.00,62.313,0.00,5.99,0.00,713,0.000
99220,20.33,6.44,10,0.16,3512,0.00,0.00,0.7998,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.77,1.52,14.70,62.75,0.00,62.570,0.00,5.55,0.00,713,0.000
99383,20.33,6.13,10,0.15,3434,0.00,0.00,0.7945,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.87,1.50,14.70,62.75,0.00,62.732,0.00,5.27,0.00,713,0.000
99546,20.33,5.90,10,0.16,3339,0.00,0.00,0.7975,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.62,1.50,14.70,63.14,0.00,62.773,0.00,4.90,0.00,713,0.000
99709,20.33,5.49,10,0.16,3334,0.00,0.00,0.7988,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.92,1.52,14.70,63.14,0.00,62.985,0.00,4.85,0.00,713,0.000
99872,20.33,5.22,10,0.16,3296,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.82,1.50,14.70,63.53,0.00,63.152,0.00,4.23,0.00,713,0.000
100035,20.33,5.11,10,0.16,3269,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.82,1.52,14.70,63.53,0.00,63.489,0.00,3.99,0.00,713,-0.122
100198,20.33,4.53,10,0.16,3258,0.00,0.00,0.8180,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.72,1.50,14.70,63.53,0.00,63.608,0.00,3.91,0.00,713,0.000
100360,20.33,4.29,10,0.16,3160,0.00,0.00,0.7988,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.53,1.50,14.70,63.53,0.00,63.684,0.00,3.66,0.00,713,0.000
100523,20.33,3.79,10,0.16,3170,0.00,0.00,0.7935,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.38,1.50,14.70,63.92,0.00,63.826,0.00,3.01,0.00,713,0.000
100687,20.33,3.51,10,0.16,3171,0.00,0.00,0.8355,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.48,1.50,14.70,63.92,0.00,63.938,0.00,3.02,0.00,713,0.000
100850,20.33,3.21,10,0.16,3129,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.62,1.50,14.70,63.92,0.00,63.938,0.00,2.65,0.00,713,0.000
101012,20.33,3.38,10,0.17,3138,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.77,1.50,14.70,63.92,0.00,63.938,0.00,2.48,0.00,713,0.000
101175,20.33,3.01,10,0.17,3094,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.48,1.50,14.70,63.92,0.00,63.938,0.00,2.15,0.00,713,0.000
101338,20.33,2.80,10,0.17,3102,0.00,0.00,0.7998,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.48,1.50,14.70,63.92,0.00,63.938,0.00,1.80,0.00,713,0.000
101502,20.33,2.14,10,0.17,3121,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.43,1.50,14.70,63.92,0.00,63.938,0.00,1.24,0.00,713,0.000
101665,20.33,2.27,10,0.16,3064,0.00,0.00,0.7945,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.49,8.53,1.48,14.70,63.92,0.00,63.938,0.00,1.28,0.00,713,0.000
101827,20.33,1.97,10,0.17,3046,0.00,0.00,0.7975,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.48,1.48,14.70,63.92,0.00,63.938,0.00,0.73,0.00,713,0.000
101990,20.33,1.33,10,0.16,3030,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.29,1.48,14.70,63.92,0.00,63.938,0.00,0.47,0.00,713,0.000
102153,20.33,1.53,10,0.17,3056,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.62,1.50,14.70,63.92,0.00,63.938,0.00,0.58,0.00,713,0.000
102316,20.33,0.88,10,0.17,2974,0.00,0.00,0.8205,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.33,1.48,14.70,63.92,0.00,63.938,0.00,-0.02,0.00,713,0.000
102479,20.33,1.05,10,0.17,2958,0.00,0.00,0.7945,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.48,1.48,14.70,63.92,0.00,63.938,0.00,0.18,0.00,713,0.000
102642,20.33,0.50,10,0.17,2950,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.03,1.48,14.70,63.92,0.00,63.938,0.00,-0.49,0.00,713,0.000
102805,20.33,0.69,10,0.17,2936,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.58,1.48,14.70,63.92,0.00,63.938,0.00,-0.57,0.00,713,0.000
102968,20.33,0.14,10,0.17,2928,0.00,0.00,0.7965,0.00,1.0000,23.95,24.00,2,2,0,23,0,0,0.00,14.47,8.03,1.48,14.70,63.92,0.00,63.938,0.00,-0.44,0.00,713,0.000
103130,20.33,0.09,10,0.17,2921,0.00,0.00,0.7965,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.20,1.48,14.70,63.92,0.00,63.938,0.00,-0.90,0.00,713,0.000
103293,20.33,0.22,10,0.17,2910,0.00,0.00,0.7975,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.33,1.48,14.70,63.92,0.00,63.938,0.00,-0.72,0.00,713,0.000
103457,20.33,0.14,10,0.17,2903,0.00,0.00,0.7965,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.07,1.48,14.70,63.92,0.00,63.938,0.00,-0.85,0.00,713,0.000
103620,20.33,-0.28,10,0.17,2897,0.00,0.00,0.7935,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.33,1.48,14.70,63.92,0.00,63.938,0.00,-1.28,0.00,713,0.000
103782,20.33,-0.24,10,0.17,2890,0.00,0.00,0.7945,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.07,1.48,14.70,63.92,0.00,63.938,0.00,-1.40,0.00,713,0.000
103945,20.33,-0.08,10,0.17,2910,0.00,0.00,0.7945,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,7.73,1.46,14.70,63.92,0.00,63.938,0.00,-1.12,0.00,713,0.000
104108,20.33,-0.19,10,0.17,2904,0.00,0.00,0.7965,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.25,1.46,14.70,63.92,0.00,63.938,0.00,-1.17,0.00,713,0.000
104271,20.33,-0.57,10,0.17,2837,0.00,0.00,0.7955,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.49,8.16,1.48,14.70,63.92,0.00,63.938,0.00,-1.56,0.00,713,0.000
104434,20.33,-0.68,10,0.17,2832,0.00,0.00,0.8230,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,7.99,1.46,14.70,63.92,0.00,63.938,0.00,-1.68,0.00,713,0.000
104597,20.33,-0.39,10,0.17,2932,0.00,0.00,0.7975,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,7.94,1.46,14.70,63.92,0.00,63.938,0.00,-1.38,0.00,713,0.000
104760,20.33,-0.44,10,0.16,2931,0.00,0.00,0.7998,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.12,1.46,14.70,63.92,0.00,63.938,0.00,-1.43,0.00,713,0.000
104923,20.33,-0.50,10,0.17,2885,0.00,0.00,0.7955,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,7.99,1.46,14.70,63.92,0.00,63.938,0.00,-1.50,0.00,713,0.000
105086,20.33,-0.91,10,0.17,2880,0.00,0.00,0.7998,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.12,1.46,14.70,63.92,0.00,63.938,0.00,-1.53,0.00,713,0.000
105249,20.33,-0.96,10,0.17,2878,0.00,0.00,0.7965,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.03,1.46,14.70,63.92,0.00,63.938,0.00,-1.96,0.00,713,0.000
105412,20.33,-1.07,10,0.17,2848,0.00,0.00,0.7975,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.20,1.46,14.70,63.92,0.00,63.938,0.00,-1.99,0.00,713,0.000
105575,20.33,-1.09,10,0.17,2843,0.00,0.00,0.8280,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.16,1.48,14.70,63.92,0.00,63.938,0.00,-2.05,0.00,713,0.000
105738,20.33,-0.89,10,0.17,2858,0.00,0.00,0.7965,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.49,7.99,1.46,14.70,63.92,0.00,63.938,0.00,-1.82,0.00,713,0.000
105901,20.33,-0.96,10,0.17,2854,0.00,0.00,0.7965,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.20,1.46,14.70,63.92,0.00,63.938,0.00,-1.95,0.00,713,0.000
106063,20.33,-1.06,10,0.17,2826,0.00,0.00,0.7965,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,8.20,1.46,14.70,63.92,0.00,63.938,0.00,-1.99,0.00,713,0.000
106226,20.33,-1.12,10,0.17,2841,0.00,0.00,0.7998,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,7.86,1.46,14.70,63.92,0.00,63.938,0.00,-2.10,0.00,713,0.000
106389,20.33,-1.22,10,0.17,2771,0.00,0.00,0.7965,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,7.99,1.46,14.70,63.92,0.00,63.938,0.00,-2.22,0.00,713,0.000
106552,20.33,-1.29,10,0.17,2870,0.00,0.00,0.7955,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,7.68,1.46,14.70,63.92,0.00,63.938,0.00,-2.22,0.00,713,0.000
106715,20.33,-1.40,10,0.17,2822,0.00,0.00,0.7965,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,7.94,1.46,14.70,63.92,0.00,63.938,0.00,-2.39,0.00,713,0.000
106878,20.33,-1.47,10,0.17,2815,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,7.90,1.46,14.70,63.92,0.00,63.938,0.00,-2.44,0.00,713,0.000
107041,20.33,-1.59,10,0.17,2785,0.00,0.00,0.7965,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.49,7.81,1.46,14.70,63.92,0.00,63.938,0.00,-2.57,0.00,713,-0.122
107204,20.33,-1.70,10,0.17,2800,0.00,0.00,0.7955,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,7.86,1.46,14.70,63.92,0.00,63.938,0.00,-2.67,0.00,713,0.000
107367,20.33,-1.74,10,0.17,2769,0.00,0.00,0.7955,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,7.68,1.46,14.70,63.92,0.00,63.936,0.00,-2.75,0.00,713,0.000
107530,20.33,-1.71,10,0.17,2784,0.00,0.00,0.7988,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.49,7.81,1.46,14.70,63.92,0.00,63.754,0.00,-2.71,0.00,713,0.000
107693,20.33,-1.57,10,0.17,2754,0.00,0.00,0.7935,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.47,7.94,1.46,14.70,63.53,0.00,63.583,0.00,-2.67,0.00,713,0.000
107856,20.33,-1.52,10,0.17,2768,0.00,0.00,0.7955,0.00,1.0000,23.95,24.00,2,1,0,23,0,0,0.00,14.49,7.68,1.44,14.70,63.14,0.00,63.097,0.00,-2.53,0.00,713,0.000
108019,20.33,-1.43,10,0.17,2738,0.00,0.00,0.7998,0.00,1.0000,24.16,24.00,2,1,0,23,0,0,0.00,14.47,10.20,1.46,14.70,63.14,47.84,62.944,1.50,-2.49,0.00,713,0.000
108182,20.33,-1.19,10,0.18,2779,0.00,0.00,0.8007,1.79,1.0000,26.25,25.50,2,1,0,23,0,0,0.00,14.47,8.92,1.50,14.70,62.75,48.24,62.792,9.43,-2.19,2.24,713,0.000
108344,20.33,-1.19,10,0.20,2720,0.00,0.00,0.8007,1.79,1.0000,27.98,27.00,2,1,0,23,0,0,0.00,14.47,9.41,1.52,14.70,63.14,47.84,63.301,10.53,-2.25,2.55,713,0.000
108507,20.33,-0.95,10,0.21,2733,0.00,0.00,0.7965,2.05,1.0000,30.36,29.50,2,1,0,23,0,0,0.00,14.49,9.85,1.54,14.70,62.75,47.84,62.802,15.68,-1.95,4.09,713,0.000
108670,18.83,-0.85,10,0.22,2725,0.00,0.00,0.8007,2.05,1.0000,30.19,30.00,2,1,0,23,0,0,0.00,14.49,10.01,1.56,14.70,62.75,47.45,62.833,16.75,-1.89,4.69,713,0.000
108833,14.81,-0.73,10,0.22,2727,0.00,0.00,0.7945,2.05,1.0000,30.21,30.50,2,1,0,23,0,0,0.00,14.50,12.79,1.56,14.70,62.75,46.67,62.557,19.74,-1.81,5.30,713,0.000
108996,12.98,-0.58,8,0.23,2726,0.00,0.00,0.7998,2.05,1.0000,30.98,30.50,2,1,0,23,0,0,0.00,14.47,11.73,1.60,14.70,61.96,47.45,62.011,27.01,-1.62,6.84,713,0.000
109159,13.67,-0.33,8,0.27,2689,0.00,0.00,0.7945,2.05,1.0000,33.06,32.00,2,1,0,23,0,0,0.00,14.47,13.33,1.70,14.70,62.75,47.45,62.615,32.26,-1.41,8.98,713,0.000
109322,14.70,0.02,8,0.31,2711,0.00,0.00,0.8007,2.30,1.0000,35.82,34.50,2,1,0,23,0,0,0.00,14.47,16.36,1.74,14.70,61.96,46.67,62.489,47.51,-1.20,12.05,713,0.000
109485,15.16,1.07,8,0.38,2692,0.00,0.00,0.7965,2.56,1.0000,40.70,38.00,2,1,0,23,0,0,0.00,14.49,22.70,1.86,14.70,61.96,47.45,62.096,79.10,-0.71,13.88,19,0.000
109648,15.73,1.70,8,0.51,2698,0.00,0.00,0.7965,3.07,1.0000,38.44,39.00,2,1,0,23,0,0,0.00,14.47,26.58,2.06,14.70,62.35,47.45,62.437,97.08,0.43,15.71,19,0.000
109811,14.59,1.74,8,0.58,2719,0.00,0.00,0.7998,3.58,1.0000,37.48,38.00,2,1,0,23,0,0,0.50,14.49,26.68,2.12,14.70,62.35,46.67,62.489,101.57,0.73,15.71,19,0.366
109974,14.01,3.28,8,0.66,2702,0.00,0.00,0.8027,3.84,1.0000,36.43,38.50,2,1,0,23,0,0,1.50,14.47,35.02,2.22,14.70,62.35,50.98,61.953,155.49,2.30,19.09,19,0.122
110137,14.47,3.94,8,0.76,2703,0.00,0.00,0.7998,4.61,1.0000,35.47,37.50,2,1,0,23,0,0,2.50,14.49,33.35,2.28,14.70,61.96,51.37,62.128,158.63,2.61,20.29,19,0.000
110300,14.01,3.94,8,0.79,2721,0.00,0.00,0.8027,4.61,1.0000,35.29,37.00,6,7,0,23,0,0,2.00,14.50,36.11,2.28,14.70,62.75,52.55,62.406,161.78,2.94,20.30,19,0.000
110462,14.47,5.40,8,0.84,2710,0.00,0.00,0.8080,4.61,1.0000,34.74,36.50,11,11,0,23,0,0,2.00,14.49,40.07,2.34,14.70,62.75,54.12,62.714,196.24,3.45,22.92,19,0.122
110626,14.70,5.87,8,0.90,2738,0.00,0.00,0.8050,4.86,1.0000,32.17,35.00,15,15,0,23,0,0,2.00,14.49,41.76,2.38,14.70,62.35,54.51,62.328,202.68,4.97,24.28,19,0.000
110789,14.24,6.26,8,0.91,2720,0.00,0.00,0.7998,5.12,1.0000,31.00,33.00,19,19,0,23,0,0,2.00,14.47,41.62,2.40,14.70,62.35,62.75,62.484,202.74,4.99,24.28,19,-0.122
110952,14.13,4.59,8,0.90,2720,0.00,0.00,0.8027,5.12,1.0000,32.89,33.00,23,23,0,23,0,0,2.00,14.50,38.55,2.36,14.70,62.75,52.55,62.915,171.23,4.53,21.83,19,-0.122
111115,14.01,3.34,8,0.83,2754,0.00,0.00,0.8050,4.61,1.0000,35.09,36.00,25,25,0,23,0,0,1.50,14.49,34.95,2.32,14.70,63.14,48.24,63.042,114.97,3.30,18.46,19,-1.465
111278,13.21,-0.14,8,0.56,2730,0.00,0.00,0.7975,3.33,1.0000,37.03,36.50,26,26,0,23,0,0,0.00,14.47,16.77,1.90,14.70,62.35,0.00,62.528,39.00,-1.00,2.24,19,0.000
111441,13.21,-0.38,8,0.39,2736,0.00,0.00,0.8255,2.56,1.0000,33.65,35.50,10,17,0,23,0,0,0.00,14.47,13.60,1.76,14.70,62.35,0.00,62.627,28.50,-1.26,0.00,19,-0.122
111603,14.01,-0.78,8,0.30,2706,0.00,0.00,0.8017,2.05,1.0000,26.83,29.00,2,1,0,23,0,0,0.00,14.50,11.07,1.64,14.70,62.75,0.00,62.844,18.50,-1.69,0.00,19,0.000
